,A_NAME,A_RA,A_DEC,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,XOFFSET_
197,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175012.3-370310 ,267.551581,-37.053012,0.08
198,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175012.7-370306 ,267.552922,-37.051758,0.044
199,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175012.7-370306 ,267.552922,-37.051758,0.028
200,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175012.9-370312 ,267.554118,-37.053478,0.114
201,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175012.9-370312 ,267.554118,-37.053478,0.095
202,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175013.0-370258 ,267.554425,-37.049466,0.198
203,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175013.0-370258 ,267.554425,-37.049466,0.18
204,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175013.1-370310 ,267.55477,-37.053018,0.128
205,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175013.1-370310 ,267.55477,-37.053018,0.101
206,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175013.3-370303 ,267.555515,-37.050926,0.175
207,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175013.3-370303 ,267.555515,-37.050926,0.147
208,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175013.4-370300 ,267.556179,-37.050202,0.198
209,SAX J1750.8-2900     ,267.6,-29.038333,INTREFCAT       ,INTEGRAL     ,2CXO J175024.4-290215 ,267.601766,-29.037549,0.104
210,1747-3116            ,267.695417,-31.274722,RITTERLMXB      ,             ,2CXO J175046.8-311629 ,267.695171,-31.274879,0.016
211,SAXWFC J1750.8-3116.5,267.697917,-31.2745,SAXWFCCAT       ,BEPPOSAX     ,2CXO J175046.8-311629 ,267.695171,-31.274879,0.143
212,J1751-3037           ,267.80625,-30.623056,RITTERLMXB      ,             ,2CXO J175113.6-303726 ,267.806945,-30.62403,0.069
213,IGR J17597-2201      ,269.940417,-22.0275,INTREFCAT       ,INTEGRAL     ,2CXO J175945.5-220139 ,269.939686,-22.027565,0.041
214,SAX J1806.5-2215     ,271.634167,-22.238056,INTREFCAT       ,INTEGRAL     ,2CXO J180632.1-221417 ,271.634072,-22.238096,0.006
215,SAX J1808.4-3658     ,272.114583,-36.978889,INTREFCAT       ,INTEGRAL     ,2CXO J180827.6-365843 ,272.115179,-36.978637,0.032
216,V4580 SGR            ,272.115,-36.978611,RITTERLMXB      ,             ,2CXO J180827.6-365843 ,272.115179,-36.978637,0.009
217,SAX J1808.4-3658     ,272.114583,-36.978889,INTREFCAT       ,INTEGRAL     ,2CXO J180828.2-365848 ,272.117875,-36.980076,0.173
218,V4580 SGR            ,272.115,-36.978611,RITTERLMXB      ,             ,2CXO J180828.2-365848 ,272.117875,-36.980076,0.163
219,SAX J1810.8-2609     ,272.685,-26.15,INTREFCAT       ,INTEGRAL     ,2CXO J181044.4-260901 ,272.685276,-26.150372,0.027
220,V5512 SGR            ,273.629583,-17.157222,RITTERLMXB      ,             ,2CXO J181431.0-170925 ,273.629472,-17.157138,0.008
221,GX13+1               ,273.629114,-17.157198,XRBCAT          ,             ,2CXO J181431.0-170925 ,273.629472,-17.157138,0.021
222,GX 13+1              ,273.631667,-17.1575,INTREFCAT       ,INTEGRAL     ,2CXO J181431.0-170925 ,273.629472,-17.157138,0.128
223,V5512 SGR            ,273.629583,-17.157222,RITTERLMXB      ,             ,2CXO J181431.3-170929X,273.630622,-17.158246,0.086
224,GX13+1               ,273.629114,-17.157198,XRBCAT          ,             ,2CXO J181431.3-170929X,273.630622,-17.158246,0.107
225,GX 13+1              ,273.631667,-17.1575,INTREFCAT       ,INTEGRAL     ,2CXO J181431.3-170929X,273.630622,-17.158246,0.075
226,4U 1812-12           ,273.775833,-12.096389,INTREFCAT       ,INTEGRAL     ,2CXO J181506.1-120548 ,273.775726,-12.096927,0.033
227,4U 1812-12           ,273.775833,-12.096389,INTREFCAT       ,INTEGRAL     ,2CXO J181506.2-120545 ,273.775986,-12.095957,0.027
228,4U 1812-12           ,273.775833,-12.096389,INTREFCAT       ,INTEGRAL     ,2CXO J181506.5-120541X,273.777494,-12.094725,0.14
229,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182431.9-245211 ,276.133318,-24.869726,0.125
230,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.1-245217 ,276.133963,-24.871483,0.175
231,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.2-245209 ,276.134433,-24.869359,0.061
232,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.3-245208 ,276.13467,-24.869062,0.042
233,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.4-245158 ,276.135341,-24.866238,0.159
234,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.4-245208 ,276.135398,-24.868928,0.003
235,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.4-245211 ,276.135353,-24.869874,0.059
236,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.6-245218 ,276.13619,-24.871717,0.175
237,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.7-245205 ,276.136616,-24.868131,0.08
238,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.8-245208 ,276.136718,-24.869038,0.071
239,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182432.8-245215 ,276.13673,-24.870897,0.14
240,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.2-245209 ,276.138701,-24.869314,0.181
241,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.0-245201 ,276.137581,-24.867192,0.156
242,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.0-245204 ,276.13786,-24.868015,0.143
243,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.0-245210 ,276.137727,-24.869618,0.133
244,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.0-245217 ,276.137885,-24.871459,0.205
245,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.2-245215 ,276.138603,-24.870948,0.213
246,J1824-2452           ,276.135417,-24.868889,RITTERLMXB      ,             ,2CXO J182433.3-245206 ,276.139096,-24.868504,0.202
247,1832-3301            ,278.932083,-32.990833,RITTERLMXB      ,             ,2CXO J183543.3-325920 ,278.930636,-32.989147,0.125
248,1832-3301            ,278.932083,-32.990833,RITTERLMXB      ,             ,2CXO J183543.6-325926 ,278.931934,-32.990602,0.016
249,1832-3301            ,278.932083,-32.990833,RITTERLMXB      ,             ,2CXO J183543.7-325926X,278.932252,-32.990794,0.009
250,AQL X-1              ,287.816179,0.585074,XRBCAT          ,             ,2CXO J191116.0+003505 ,287.816769,0.584978,0.036
251,1WGA J1911.2+0035    ,287.81625,0.584444,WGACAT          ,ROSAT        ,2CXO J191116.0+003505 ,287.816769,0.584978,0.045
252,V1333 AQL            ,287.81625,0.585,RITTERLMXB      ,             ,2CXO J191116.0+003505 ,287.816769,0.584978,0.031
253,AQL X-1              ,287.816667,0.585,INTREFCAT       ,INTEGRAL     ,2CXO J191116.0+003505 ,287.816769,0.584978,0.006
254,1WGA J1911.2+0035    ,287.815833,0.587417,WGACAT          ,ROSAT        ,2CXO J191116.0+003505 ,287.816769,0.584978,0.157
255,1WGA J1911.2+0035    ,287.81625,0.58675,WGACAT          ,ROSAT        ,2CXO J191116.0+003505 ,287.816769,0.584978,0.111
256,3A 1954+319          ,298.92625,32.096944,INTREFCAT       ,INTEGRAL     ,2CXO J195542.3+320549 ,298.92637,32.096958,0.006
257,LZ AQR               ,320.810417,-5.798056,RITTERLMXB      ,             ,2CXO J212314.5-054753 ,320.810579,-5.798128,0.011
258,XTE J2123-058        ,320.810417,-5.798056,INTREFCAT       ,INTEGRAL     ,2CXO J212314.5-054753 ,320.810579,-5.798128,0.011
259,4U2127+119           ,322.492665,12.167403,XRBCAT          ,             ,2CXO J212958.1+121002 ,322.492171,12.167285,0.03
260,4U 2129+12           ,322.492917,12.1675,INTREFCAT       ,INTEGRAL     ,2CXO J212958.1+121002 ,322.492171,12.167285,0.046
261,1WGA J2129.9+1210    ,322.49375,12.170222,WGACAT          ,ROSAT        ,2CXO J212958.1+121002 ,322.492171,12.167285,0.199
262,4U2127+119           ,322.492665,12.167403,XRBCAT          ,             ,2CXO J212958.3+121002 ,322.492973,12.16741,0.018
263,4U 2129+12           ,322.492917,12.1675,INTREFCAT       ,INTEGRAL     ,2CXO J212958.3+121002 ,322.492973,12.16741,0.006
264,1WGA J2129.9+1210    ,322.49375,12.170222,WGACAT          ,ROSAT        ,2CXO J212958.3+121002 ,322.492973,12.16741,0.175
265,3A 2129+470          ,322.859167,47.29,INTREFCAT       ,INTEGRAL     ,2CXO J213126.2+471724 ,322.859213,47.290151,0.009
266,4U2129+470           ,322.858887,47.290093,XRBCAT          ,             ,2CXO J213126.2+471724 ,322.859213,47.290151,0.014
267,V1727 CYG            ,322.859167,47.290278,RITTERLMXB      ,             ,2CXO J213126.2+471724 ,322.859213,47.290151,0.008
268,V1341 CYG            ,326.17125,38.321667,RITTERLMXB      ,             ,2CXO J214441.1+381917 ,326.171509,38.321474,0.017
269,CYG X-2              ,326.171667,38.321667,INTREFCAT       ,INTEGRAL     ,2CXO J214441.1+381917 ,326.171509,38.321474,0.014
270,V1341 CYG            ,326.17125,38.321667,RITTERLMXB      ,             ,2CXO J214441.2+381916X,326.172033,38.321291,0.043
271,CYG X-2              ,326.171667,38.321667,INTREFCAT       ,INTEGRAL     ,2CXO J214441.2+381916X,326.172033,38.321291,0.028
272,1WGA J2301.1+5852    ,345.284583,58.879944,WGACAT          ,ROSAT        ,2CXO J230108.2+585244 ,345.284506,58.878949,0.06
273,E2259+587            ,345.28267,58.879437,XRBCAT          ,             ,2CXO J230108.2+585244 ,345.284506,58.878949,0.064
