,A_NAME,A_ALT_NAME_1,A_RA,A_DEC,A_SOURCE_TYPE,A_SOURCE_TYPE_FLAG,B_NAME,B_RA,B_DEC,XOFFSET_
365,CXOGLB J002412.6-720440,[GHE2001] W5  ,6.052275,-72.078089,MSP          ,?                 ,2CXO J002412.6-720441,6.052663,-72.078073,0.007
366,CXOGLB J002412.6-720440,[GHE2001] W5  ,6.052646,-72.078039,MSP          ,?                 ,2CXO J002412.6-720441,6.052663,-72.078073,0.002
367,CXOGLB J002412.9-720445,[GHE2001] W245,6.053775,-72.079228,             ,                  ,2CXO J002412.8-720445,6.053648,-72.079313,0.006
368,CXOGLB J002415.6-720441,[GHE2001] W92 ,6.065387,-72.078169,AB           ,                  ,2CXO J002415.6-720441,6.065396,-72.078193,0.001
369,CXOGLB J002415.6-720441,[GHE2001] W92 ,6.065375,-72.078053,AB           ,                  ,2CXO J002415.6-720441,6.065396,-72.078193,0.008
370,CXOGLB J002413.7-720334,[GHE2001] W243,6.05735,-72.059569,AGB          ,                  ,2CXO J002413.7-720334,6.057499,-72.059575,0.003
371,CXOGLB J002413.7-720302,[GHE2001] W117,6.057471,-72.050603,             ,                  ,2CXO J002413.8-720302,6.057576,-72.05063,0.003
372,CXOGLB J002413.7-720302,[GHE2001] W117,6.057408,-72.050592,             ,                  ,2CXO J002413.8-720302,6.057576,-72.05063,0.004
373,CXOGLB J002413.8-720443,[GHE2001] W67 ,6.057737,-72.078839,MSP          ,                  ,2CXO J002413.9-720443,6.057943,-72.078849,0.004
374,CXOGLB J002413.8-720443,[GHE2001] W67 ,6.057613,-72.078794,MSP          ,                  ,2CXO J002413.9-720443,6.057943,-72.078849,0.007
375,CXOGLB J002414.0-720403,[GHE2001] W242,6.058471,-72.067544,AGB          ,                  ,2CXO J002414.0-720403,6.058495,-72.067561,0.001
376,CXOGLB J002414.2-720308,[GHE2001] W241,6.059204,-72.052203,             ,                  ,2CXO J002414.1-720308,6.058988,-72.052309,0.008
377,CXOGLB J002414.5-720653,[GHE2001] W240,6.06065,-72.114864,             ,                  ,2CXO J002414.5-720653,6.060579,-72.114907,0.003
378,CXOGLB J002415.2-720456,[GHE2001] W238,6.063587,-72.082392,AGB          ,                  ,2CXO J002415.2-720456,6.063709,-72.082432,0.003
379,CXOGLB J002415.3-720450,[GHE2001] W237,6.063829,-72.080561,AGB          ,                  ,2CXO J002415.3-720449,6.063903,-72.080516,0.003
380,CXOGLB J002415.4-720646,[GHE2001] W139,6.064004,-72.113042,             ,                  ,2CXO J002415.4-720646,6.06426,-72.113009,0.005
381,CXOGLB J002415.4-720646,[GHE2001] W139,6.064271,-72.112997,             ,                  ,2CXO J002415.4-720646,6.06426,-72.113009,0.001
382,CXOGLB J002415.9-720451,[GHE2001] W66 ,6.066504,-72.081031,AB           ,                  ,2CXO J002416.0-720451,6.066674,-72.08102,0.003
383,CXOGLB J002415.9-720451,[GHE2001] W66 ,6.0665,-72.080986,AB           ,                  ,2CXO J002416.0-720451,6.066674,-72.08102,0.004
384,CXOGLB J002416.4-720425,[GHE2001] W104,6.068638,-72.073669,MSP          ,                  ,2CXO J002416.5-720425,6.068847,-72.073677,0.004
385,CXOGLB J002416.4-720425,[GHE2001] W104,6.068675,-72.073653,MSP          ,                  ,2CXO J002416.5-720425,6.068847,-72.073677,0.003
386,CXOGLB J002417.2-720302,[GHE2001] W116,6.071825,-72.050764,             ,                  ,2CXO J002417.2-720302,6.071885,-72.050789,0.002
387,CXOGLB J002417.2-720302,[GHE2001] W116,6.071979,-72.050761,             ,                  ,2CXO J002417.2-720302,6.071885,-72.050789,0.002
388,CXOGLB J002417.5-720357,[GHE2001] W91 ,6.07305,-72.066017,MSP          ,?                 ,2CXO J002417.5-720357,6.073174,-72.066049,0.003
389,CXOGLB J002418.8-720602,[GHE2001] W137,6.078313,-72.100761,AB           ,                  ,2CXO J002418.8-720602,6.078341,-72.100808,0.003
390,CXOGLB J002418.4-720334,[GHE2001] W229,6.077025,-72.059678,             ,                  ,2CXO J002418.4-720334,6.077023,-72.059704,0.002
391,CXOGLB J002418.6-720455,[GHE2001] W228,6.077538,-72.081972,AGB          ,                  ,2CXO J002418.6-720455,6.077546,-72.082065,0.006
392,CXOGLB J002418.7-720225,[GHE2001] W227,6.078071,-72.040444,             ,                  ,2CXO J002418.7-720225,6.07799,-72.040475,0.002
393,CXOGLB J002420.9-720518,[GHE2001] W223,6.087233,-72.088592,             ,                  ,2CXO J002420.9-720518,6.087209,-72.088609,0.001
394,CXOGLB J002421.2-720503,[GHE2001] W222,6.088633,-72.084172,AGB          ,                  ,2CXO J002421.3-720502,6.089008,-72.084109,0.008
395,CXOGLB J002424.6-720500,[GHE2001] W216,6.102658,-72.083375,AGB          ,                  ,2CXO J002424.6-720500,6.102685,-72.083414,0.002
396,CXOGLB J002425.1-720507,[GHE2001] W163,6.104696,-72.085358,AB           ,                  ,2CXO J002425.1-720507,6.10492,-72.085367,0.004
397,CXOGLB J002425.1-720507,[GHE2001] W163,6.104908,-72.08535,AB           ,                  ,2CXO J002425.1-720507,6.10492,-72.085367,0.001
398,CXOGLB J002425.8-720703,[GHE2001] W113,6.107558,-72.117647,             ,                  ,2CXO J002425.8-720703,6.107757,-72.117669,0.004
399,CXOGLB J002425.8-720703,[GHE2001] W113,6.107683,-72.117644,             ,                  ,2CXO J002425.8-720703,6.107757,-72.117669,0.002
400,CXOGLB J002429.9-720643,[GHE2001] W213,6.124646,-72.112086,             ,                  ,2CXO J002429.9-720643,6.124865,-72.112054,0.004
401,CXOGLB J002430.6-720532,[GHE2001] W212,6.127637,-72.092331,             ,                  ,2CXO J002430.5-720532,6.12719,-72.092241,0.01
402,CXOGLB J002432.5-720557,[GHE2001] W180,6.135542,-72.099456,             ,                  ,2CXO J002432.5-720557,6.135496,-72.099409,0.003
403,CXOGLB J002432.5-720557,[GHE2001] W180,6.135425,-72.099383,             ,                  ,2CXO J002432.5-720557,6.135496,-72.099409,0.002
404,CXOGLB J002432.6-720622,[GHE2001] W209,6.136054,-72.106342,             ,                  ,2CXO J002432.6-720622,6.135947,-72.106219,0.008
405,CXOGLB J002434.1-720333,[GHE2001] W193,6.142454,-72.059333,             ,                  ,2CXO J002434.1-720333,6.142426,-72.059317,0.001
406,CXOGLB J002434.9-720501,[GHE2001] W132,6.146125,-72.083867,             ,                  ,2CXO J002435.0-720501,6.146027,-72.083838,0.003
407,CXOGLB J002434.9-720501,[GHE2001] W132,6.145787,-72.083811,             ,                  ,2CXO J002435.0-720501,6.146027,-72.083838,0.005
408,CXOGLB J002438.7-720427,[GHE2001] W206,6.161508,-72.07435,             ,                  ,2CXO J002438.8-720427,6.161717,-72.074356,0.004
