
#ATNF Pulsar Catalogue
#Catalogue Version: 1.65
INDEX;NAME;PSRJ;RAJ;DECJ;RAJD;DECJD;BINCOMP;ASSOC;SURVEY;PSR;
#;;;(hms);(dms);(deg);(deg);;;;TYPE;
200;J0518+5416;J0518+5416;05:18:53.1;+54:16:50.0;79.72166526;54.28055748;*;*;gbncc,lotaas;*;
201;J0519+44;J0519+44;05:19;+44;79.75000000;44.00000000;*;*;gb350;*;
202;J0519-6932;J0519-6932;05:19:46.9;-69:32:23.4;79.94548750;-69.53985556;*;EXGAL:LMC;misc;*;
203;J0520-2553;J0520-2553;05:20:36.1;-25:53:12.2;80.15077229;-25.88674819;*;*;pks70,pkshl;*;
204;J0521-68;J0521-68;05:21:44;-68:35;80.43333333;-68.58333333;*;EXGAL:LMC;misc;*;
205;J0522-6847;J0522-6847;05:22:23.0;-68:47:02.2;80.59608333;-68.78394444;*;EXGAL:LMC;misc;*;
206;B0523+11;J0525+1115;05:25:56.4;+11:15:19.0;81.48520125;11.25530000;*;*;mol2,gb4,lotaas;*;
207;J0525-6607;J0525-6607;05:26:00.9;-66:04:36.3;81.50375000;-66.07675000;*;XRS:SGR_0526-66,SNR:N49(?)[ekl+80];misc;AXP,NRAD;
208;B0525+21;J0528+2200;05:28:52.2;+22:00:04;82.21776667;22.00111111;*;*;gb1,gb3,gb4,lotaas;*;
209;J0529-0715;J0529-0715;05:29:08.9;-07:15:26.4;82.28738750;-7.25734167;*;*;fast_uwb;*;
210;B0529-66;J0529-6652;05:29:50.9;-66:52:39.9;82.46208333;-66.87775000;*;EXGAL:LMC;misc;*;
211;J0532-6639;J0532-6639;05:32:59.5;-66:39:37.3;83.24795833;-66.66036111;*;EXGAL:LMC;misc;*;
212;J0532-69;J0532-69;05:32:04;-69:46;83.01666667;-69.76666667;*;EXGAL:LMC;misc;*;
213;J0533+0402;J0533+0402;05:33:25.8;+04:01:59.7;83.35761667;4.03325000;*;*;gb4,lotaas;*;
214;J0533-4524;J0533-4524;05:33:13.8;-45:24:50.2;83.30787500;-45.41394444;*;*;misc;*;
215;J0533+6759;J0533+6759;05:33:55.1;+67:59:17.4;83.47975042;67.98819139;*;GRS:4FGL_J0533.8+6800[fermi21];FermiAssoc;HE;
216;B0531+21;J0534+2200;05:34:31.9;+22:00:52.0;83.63322083;22.01446111;*;GRS:4FGL_J0534.5+2200[fermi21],SNR:PWN:C;misc,ar4,gb4,lotaas;HE[cdt69,fhm+69,hjm+70];
217;J0534+34;J0534+34;05:34:30;+34:07;83.62500000;34.11666667;*;*;misc;RRAT[ttm18];
218;J0534-6703;J0534-6703;05:34:36.1;-67:03:48.8;83.65070833;-67.06355556;*;EXGAL:LMC;misc;*;
219;J0535-66;J0535-66;05:35:40;-66:52;83.91666667;-66.86666667;*;EXGAL:LMC;misc;*;
220;J0535-6935;J0535-6935;05:35;-69:35;83.75000000;-69.58333333;*;EXGAL:LMC;misc;*;
221;B0538-75;J0536-7543;05:36:30.8;-75:43:54.8;84.12841667;-75.73188889;*;*;mol2,pks70;*;
222;J0537-69;J0537-69;05:37:43;-69:21;84.42916667;-69.35000000;*;EXGAL:LMC;misc;*;
223;J0537-6910;J0537-6910;05:37:47.4;-69:10:19.8;84.44756667;-69.17218889;*;EXGAL:LMC,SNR:N157B;misc;NRAD;
224;J0538+2817;J0538+2817;05:38:25.0;+28:17:09.1;84.60440500;28.28587806;*;SNR:S147[acj+96];ar4,gb4,lotaas;HE[mkz+03];
225;J0540+3207;J0540+3207;05:40:37.1;+32:07:37.3;85.15465000;32.12702778;*;*;palfa,lotaas;*;
226;B0540-69;J0540-6919;05:40:11.2;-69:19:54.1;85.04667500;-69.33171389;*;GRS:4FGL_J0540.3-6920[fermi21],EXGAL:LMC;misc;HE[mp85];
227;J0540-7125;J0540-7125;05:40:30.8;-71:25:31.4;85.12833333;-71.42538889;*;*;pks70;*;
228;J0542-68;J0542-68;05:42:35;-68:16;85.64583333;-68.26666667;*;EXGAL:LMC;misc;*;
229;B0540+23;J0543+2329;05:43:11.0;+23:16:40.1;85.79583333;23.27780556;*;XRS:[pb15];jb1,gb1,ar4,gb4,lotaas;*;
230;J0543-6851;J0543-6851;05:43:52.7;-68:51:25.3;85.96962500;-68.85702778;*;EXGAL:LMC;misc;*;
231;J0544+20;J0544+20;05:44:12;+20:50;86.05000000;20.83333333;*;*;ar327;RRAT[dsm+16];
232;J0545-03;J0545-03;05:45;-03:10;86.25000000;-3.16666667;*;*;gb350;RRAT;
233;J0546+2441;J0546+2441;05:46:28.7;+24:41:21;86.61983333;24.68916667;*;*;ar4,lotaas;*;
234;J0550+09;J0550+09;05:50:28;+09:51;87.61666667;9.85000000;*;*;ar327;RRAT[dsm+16];
235;J0554+3107;J0554+3107;05:54:05.0;+31:07:41;88.52087500;31.12805556;*;GRS:4FGL_J0554.1+3107[fermi21],SNR:G179.;FermiBlind;NRAD;
236;J0555+3948;J0555+3948;05:55;+39:48;88.75000000;39.80000000;*;*;htru_eff,lotaas;*;
237;J0555-7056;J0555-7056;05:55:01.8;-70:56:45.6;88.75770833;-70.94600000;*;EXGAL:LMC;misc;*;
238;J0557+1550;J0557+1550;05:57:31.4;+15:50:06.0;89.38103825;15.83501278;He[skl+15];*;palfa;*;
239;J0557-2948;J0557-2948;05:57:32.9;-29:48:16.8;89.38749792;-29.80466778;*;*;gbncc;*;
240;B0559-57;J0600-5756;06:00:46.5;-57:56:54;90.19375000;-57.94833333;*;*;mol2,pks70;*;
241;B0559-05;J0601-0527;06:01:58.9;-05:27:50.8;90.49573000;-5.46413083;*;*;mol2,pks70;*;
242;J0605+3757;J0605+3757;06:05:05.5;+37:57:35.9;91.27309958;37.95998889;He[san16];GRS:4FGL_J0605.1+3757[fermi21];FermiAssoc;HE;
243;J0608+00;J0608+00;06:08:49;+00:39;92.20416667;0.65000000;*;*;ar327,lotaas;*;
244;J0609+16;J0609+16;06:09:13;+16:34;92.30416667;16.56666667;*;*;misc;*;
245;J0609+2130;J0609+2130;06:09:58.8;+21:30:02.8;92.49535875;21.50078889;*;*;ar4,lotaas;*;
246;J0610-2100;J0610-2100;06:10:13.5;-21:00:27.9;92.55664776;-21.00775869;UL[pmd+12];GRS:4FGL_J0610.2-2100[fermi21];pkshl;HE[egc+13];
247;J0611+04;J0611+04;06:11:18;+04:06;92.82500000;4.10000000;*;*;ar327;*;
248;J0611+1436;J0611+1436;06:11:18.6;+14:36:52;92.82770417;14.61444444;*;*;palfa,fast_gpps;*;
249;J0611+30;J0611+30;06:11:16;+30:16;92.81666667;30.26666667;*;*;misc,lotaas;*;
250;B0609+37;J0612+3721;06:12:48.6;+37:21:37.3;93.20286134;37.36037689;*;*;gb3,lotaas;*;
251;J0612+37216;J0612+37216;06:12:44.1;+37:21:40;93.18375562;37.36117381;*;*;gbncc,lotaas;*;
252;J0613-0200;J0613-0200;06:13:43.9;-02:00:47.2;93.43323260;-2.01311979;He[lnl+95];GRS:4FGL_J0613.7-0201[fermi21];pks70;HE;
253;J0613+3731;J0613+3731;06:13:12.1;+37:31:38.3;93.30062500;37.52730556;*;*;misc,lotaas;*;
254;B0611+22;J0614+2229;06:14:17.0;+22:29:56.8;93.57085750;22.49912444;*;*;jb1,gb1,gb3,gb4,lotaas;*;
255;J0614-3329;J0614-3329;06:14:10.3;-33:29:54.1;93.54311583;-33.49836611;He[rrc+11];GRS:4FGL_J0614.1-3329[fermi21];FermiAssoc;HE;
256;J0614+83;J0614+83;06:14;+83:14;93.50000000;83.23333333;*;*;gbncc;*;
257;J0621+0336;J0621+0336;06:21:11.2;+03:36:45.5;95.29675417;3.61264444;*;*;pkspa,lotaas;*;
258;J0621+1002;J0621+1002;06:21:22.1;+10:02:38.7;95.34214317;10.04409311;CO[kas12];*;misc,palfa,lotaas;*;
259;J0621+2514;J0621+2514;06:21:10.8;+25:14:03.8;95.29522583;25.23439722;He[san16];GRS:4FGL_J0621.2+2512[fermi21];FermiAssoc;HE;
260;J0621-55;J0621-55;06:20:42;-56:05;95.17500000;-56.08333333;*;*;pks_superb;RRAT;
261;J0622+3749;J0622+3749;06:22:10.5;+37:49:13.6;95.54379167;37.82044444;*;GRS:4FGL_J0622.2+3749[fermi21];FermiBlind;NRAD;
262;J0623+0340;J0623+0340;06:23:46.7;+03:40:06.8;95.94482917;3.66855556;*;*;pkspa;*;
263;B0621-04;J0624-0424;06:24:20.0;-04:24:50.4;96.08345088;-4.41401459;*;*;mol2,gb2,pks70,lotaas;*;
264;J0625+10;J0625+10;06:25:45;+10:16;96.43750000;10.26666667;*;*;ar4,palfa;*;
265;J0627+0649;J0627+0649;06:27:53.6;+06:49:54.1;96.97345250;6.83170278;*;*;pkspa,ar327;*;
266;J0627+0706;J0627+0706;06:27:44.1;+07:06:33.0;96.93405000;7.10916667;*;*;ar4,pkspa,lotaas;*;
267;J0627+16;J0627+16;06:27:13;+16:12;96.80416667;16.20000000;*;*;palfa;RRAT;
268;J0628+0909;J0628+0909;06:28:36.1;+09:09:13.9;97.15076250;9.15386111;*;*;palfa;RRAT;
269;B0626+24;J0629+2415;06:29:05.7;+24:15:41.5;97.27386375;24.26154056;*;*;gb1,gb3,gb4,lotaas;*;
270;J0630-0046;J0630-0046;06:30:26.9;-00:46:05.8;97.61231667;-0.76829167;*;*;pkspa;*;
271;J0630+19;J0630+19;06:30:04;+19:37;97.51666667;19.61666667;*;*;ar327;*;
272;B0628-28;J0630-2834;06:30:49.4;-28:34:42.7;97.70585164;-28.57854967;*;XRS:RX_J0630.8-2834[bjk+05];mol1,mol2,pks70,pkshl;HE[to05];
273;J0631+0646;J0631+0646;06:31:52.3;+06:46:14.2;97.96825000;6.77061111;*;GRS:4FGL_J0631.8+0645[fermi21];FermiBlind;HE[wcp+18];
274;J0631+1036;J0631+1036;06:31:27.5;+10:37:02.5;97.86468333;10.61736111;*;GRS:4FGL_J0631.5+1036[fermi21];misc,ar4,palfa;HE[tsn+01,waa+10];
275;J0633+0632;J0633+0632;06:33:44.2;+06:32:34.9;98.43420833;6.54302778;*;GRS:4FGL_J0633.7+0632[fermi21],XRS:Swift;FermiBlind;NRAD;
276;J0633+1746;J0633+1746;06:33:54.1;+17:46:12.9;98.47563750;17.77025250;*;GRS:4FGL_J0633.9+1746[fermi21],XRS:1E063;misc;HE;
277;J0633-2015;J0633-2015;06:33:08.8;-20:15:07.1;98.28691667;-20.25197222;*;*;pkshl;*;
278;J0635+0533;J0635+0533;06:35:18;+05:33:11;98.82500000;5.55305556;*;OPT:Be-star;misc;NRAD;
279;J0636-3044;J0636-3044;06:37:09;-30:50:42;99.28750000;-30.84500000;*;*;htru_pks;*;
280;J0636-4549;J0636-4549;06:36:33.7;-45:49:32.6;99.14060000;-45.82572778;*;*;pkshl;*;
281;J0636+5129;J0636+5129;06:36:04.8;+51:28:59.9;99.02019669;51.48332412;UL[slr+14];XRS:[ska+16],GRS:[sbc+19];gbncc;HE[sbc+19];
282;J0641+07;J0641+07;06:41:10;+07:44;100.29166667;7.73333333;*;*;misc;RRAT[ttm18];
283;J0645+5158;J0645+5158;06:45:59.0;+51:58:14.9;101.49617575;51.97081077;*;XRS:[ska+16];gbncc,lotaas;*;
284;J0645+80;J0645+80;06:46;+80:09;101.50000000;80.15000000;*;*;gbncc,lotaas;*;
285;J0646+0905;J0646+0905;06:46:31.0;+09:05:49.6;101.62927083;9.09711111;*;*;pkspa;*;
286;J0646-54;J0646-54;06:46:22.4;-54:52:57;101.59333333;-54.88250000;*;GRS:4FGL_J0646.4-5455[fermi21];misc,FermiAssoc;HE[fermi21];
287;J0647+0913;J0647+0913;06:47:15.6;+09:13:59.5;101.81533333;9.23319444;*;*;pkspa;*;
288;J0652-0142;J0652-0142;06:52:11.1;-01:42:30.3;103.04627500;-1.70841667;*;*;pkspa;*;
289;J0653+4706;J0653+4706;06:53:05.8;+47:06:26.9;103.27422083;47.10747778;*;GRS:4FGL_J0652.9+4707[fermi21];FermiAssoc;HE;
290;B0643+80;J0653+8051;06:53:15.0;+80:52:00.2;103.31287500;80.86672778;*;*;gb1,gbncc,lotaas;*;
291;J0656-2228;J0656-2228;06:56:30.2;-22:28:25.5;104.12586250;-22.47376389;*;*;pkshl;*;
292;J0656-5449;J0656-5449;06:56:48.9;-54:49:14.9;104.20412500;-54.82081111;*;*;pkssw;*;
293;J0658+0022;J0658+0022;06:58:15.2;+00:22:35.3;104.56337083;0.37647222;*;*;pkspa,fast_gpps;*;
294;B0656+14;J0659+1414;06:59:48.1;+14:14:19.4;104.95081667;14.23872222;*;GRS:4FGL_J0659.7+1416[fermi21],SNR:Monog;mol2,lotaas;HE[chmm89,rfk+96,srg+97,w;
295;B0655+64;J0700+6418;07:00:37.8;+64:18:11.2;105.15750833;64.30311111;CO[kul86];*;gb1,gb2,gbncc,lotaas;*;
296;J0702-4956;J0702-4956;07:02:39.3;-49:56:34.2;105.66375000;-49.94283333;*;*;ghrss;*;
297;J0709+0458;J0709+0458;07:09:08.3;+04:58:51.4;107.28485579;4.98097058;CO[mgf+19];*;ar327;*;
298;J0709-5923;J0709-5923;07:09:32.5;-59:23:55.6;107.38555417;-59.39877778;*;*;pkssw;*;
299;J0711+0931;J0711+0931;07:11:36.1;+09:31:25;107.90075000;9.52361111;*;*;misc;*;
300;J0711-6830;J0711-6830;07:11:54.1;-68:30:47.4;107.97578798;-68.51317068;*;*;pks70,pkssw;*;
301;J0719-2545;J0719-2545;07:19:07.3;-25:45:00.2;109.78075000;-25.75006389;*;*;pkshl;*;
302;J0720-3125;J0720-3125;07:20:24.9;-31:25:50.0;110.10400833;-31.43057861;*;XRS:RX_J0720.4-3125,OPT:[kva07];misc;XINS,NRAD;
303;J0721-2038;J0721-2038;07:21:42.9;-20:38:07.0;110.42876958;-20.63529472;CO[bkl+13];*;pkspa;*;
304;J0725-1635;J0725-1635;07:25:00.4;-16:35:45.8;111.25168397;-16.59605977;*;*;pks70,pksmb;*;
305;J0726-2612;J0726-2612;07:26:08.1;-26:12:38.1;111.53383333;-26.21058333;*;XRS:1RXS_J072559.8-261229[skk11];pkshl;*;
306;J0729-1448;J0729-1448;07:29:16.4;-14:48:36.8;112.31854167;-14.81022222;*;GRS:4FGL_0729.3-1445[fermi21];pksmb,FermiAssoc;HE[mhl+02,fermi21];
307;B0727-18;J0729-1836;07:29:32.3;-18:36:42.2;112.38473708;-18.61173444;*;GRS:[sbc+19];mol2,pks70,pksmb,pkshl;HE[sbc+19];
308;J0732+2314;J0732+2314;07:32:37.5;+23:14:54.2;113.15631500;23.24839167;He(?)[mgf+19];*;ar327;*;
309;J0733-2345;J0733-2345;07:33:24.6;-23:45:56.2;113.35250000;-23.76561111;*;*;pksmb;*;
310;J0734-1559;J0734-1559;07:34:45.6;-15:59:18.2;113.69039583;-15.98840000;*;GRS:4FGL_J0734.7-1559[fermi21];FermiBlind;NRAD;
311;J0736-6304;J0736-6304;07:36:20.0;-63:04:16;114.08337500;-63.07111111;*;*;pkssw;RRAT;
312;J0737-2202;J0737-2202;07:37:44.0;-22:02:05.3;114.43362917;-22.03481111;*;*;pksmb;*;
313;J0737-3039A;J0737-3039A;07:37:51.2;-30:39:40.7;114.46353508;-30.66130953;NS[bdp+03];*;pkshl,htru_pks;HE[cgm+07,gkj+13];
314;J0737-3039B;J0737-3039B;07:37:51.2;-30:39:40.7;114.46353508;-30.66130953;NS[lbk+04];*;pkshl;*;
315;B0736-40;J0738-4042;07:38:32.2;-40:42:39.4;114.63442500;-40.71095000;*;*;mol1,mol2,pks70,pkshl,htru_pks;*;
316;J0738+6904;J0738+6904;07:38:22.6;+69:04:20.0;114.59419042;69.07223006;*;*;gbncc;*;
317;J0740+41;J0740+41;07:41;+41:04;115.25000000;41.06666667;*;*;gbncc;*;
318;J0740+6620;J0740+6620;07:40:45.7;+66:20:33.5;115.19080319;66.34264435;He[bkk+19];GRS:4FGL_0741.0+6618[fermi21];gbncc,FermiAssoc;HE[lsg+15,fermi21];
319;B0740-28;J0742-2822;07:42:49.0;-28:22:43.7;115.70440833;-28.37882222;*;GRS:4FGL_J0742.8-2822[fermi21];misc,mol2,pks70,pksmb,pkshl,htru_pk;HE;
320;J0742+4334;J0742+4334;07:42:42.1;+43:34:02.2;115.67554167;43.56727778;*;*;lotaas;*;
321;J0744-2525;J0744-2525;06:46:22.4;-54:52:57;101.59333333;-54.88250000;*;GRS:4FGL_J0744.0-2525[fermi21];FermiAssoc;NRAD[nie+20];
322;B0743-53;J0745-5353;07:45:04.4;-53:53:09.5;116.26866667;-53.88598889;*;*;mol2,pks70,pkssw,htru_pks,ghrss;*;
323;J0746-4529;J0746-4529;07:46:59.5;-45:29:26.6;116.74799167;-45.49073611;*;*;pkshl;*;
324;J0747+6646;J0747+6646;07:47:39.6;+66:46:56.7;116.91536403;66.78243486;*;*;gbncc;*;
325;J0749-4247;J0749-4247;07:49:49.6;-42:47:42.1;117.45697917;-42.79503889;*;*;pks70,pkshl,htru_pks;*;
326;J0750+57;J0750+57;07:50;+57:00;117.50000000;57.00000000;*;*;gbncc,lotaas;*;
327;J0750-6846;J0750-6846;07:50:35.8;-68:46:33.8;117.64937500;-68.77605833;*;*;pks_superb;*;
328;J0751+1807;J0751+1807;07:51:09.1;+18:07:38.4;117.78814721;18.12735733;He[nsk08];GRS:4FGL_J0751.2+1808[fermi21];misc;HE[wob+04,aaa+09f];
329;J0753-0816;J0753-0816;07:53:33;-08:19:35;118.38750000;-8.32638889;*;*;htru_pks;*;
330;B0751+32;J0754+3231;07:54:40.6;+32:31:56.2;118.66953333;32.53227778;*;*;gb1,ar4,lotaas;*;
331;B0756-15;J0758-1528;07:58:29.0;-15:28:08.7;119.62112833;-15.46909389;*;*;mol2,gb3,pks70,pkshl;*;
332;J0802-5613;J0802-5613;08:02:24.0;-56:13:02;120.60000000;-56.21722222;*;GRS:4FGL_J0802.1-5612[fermi21];FermiAssoc;NRAD[nie+20];
333;J0803-0942;J0803-0942;08:03:26.8;-09:42:50.8;120.86186667;-9.71411389;*;*;misc,fast_uwb;*;
334;J0803+34;J0803+34;08:03:05;+34:19;120.77083333;34.31666667;*;*;misc;RRAT[ttm18];
335;J0804-3647;J0804-3647;08:04:22.2;-36:47:35.5;121.09250000;-36.79319444;*;*;pkspa;*;
336;J0806+08;J0806+08;08:06:05;+08:17;121.52083333;8.28333333;*;*;ar327;*;
337;J0806-4123;J0806-4123;08:06:23.4;-41:22:30.9;121.59750000;-41.37525000;*;XRS:RX_J0806.4-4123[hmp98],OPT:[kkvh11];misc;XINS,NRAD;
338;J0807-5421;J0807-5421;08:07:47.1;-54:21:26.4;121.94660417;-54.35735000;*;*;htru_pks;*;
339;J0808-3937;J0808-3937;08:08:11.6;-39:37:52.9;122.04845833;-39.63136111;*;*;pkspa;*;
340;B0808-47;J0809-4753;08:09:43.8;-47:53:54.7;122.43264583;-47.89852778;*;*;mol2,pks70,pkssw,htru_pks,ghrss;*;
341;J0811+37;J0811+37;08:11:12;+37:28;122.80000000;37.46666667;*;*;misc,lotaas;*;
342;J0812-3905;J0812-3905;08:12:14.8;-39:05:48.9;123.06167500;-39.09692222;*;*;pkspa;*;
343;J0813+22;J0813+22;08:13:54;+22:01;123.47500000;22.01666667;*;*;lotaas;*;
344;B0809+74;J0814+7429;08:14:59.5;+74:29:05.7;123.74791667;74.48491667;*;*;gb1,gb2,gb4,gbncc,lotaas;*;
345;J0815+0939;J0815+0939;08:15:08.7;+09:39:50.7;123.78656667;9.66408333;*;*;ar4;*;
346;J0815+4611;J0815+4611;08:15:59.4;+46:11:53.2;123.99775958;46.19812222;*;*;lotaas;*;
347;J0818-3049;J0818-3049;08:18:49.3;-30:49:31;124.70541667;-30.82527778;*;*;pkspa;*;
348;J0818-3232;J0818-3232;08:18:25.9;-32:32:30.5;124.60806250;-32.54181389;*;*;pkshl,htru_pks;*;
349;B0818-13;J0820-1350;08:20:26.3;-13:50:55.8;125.10992375;-13.84884972;*;*;mol1,mol2,gb3,pks70,pkshl;*;
350;J0820-3826;J0820-3826;08:20:59.9;-38:26:42.9;125.24970417;-38.44525000;*;*;pkspa;*;
351;J0820-3921;J0820-3921;08:20:49.1;-39:21:55.7;125.20462500;-39.36547222;*;*;pkshl,htru_pks;*;
352;B0818-41;J0820-4114;08:20:15.4;-41:14:35.2;125.06441667;-41.24311111;*;*;mol2,pks70,pksmb,pkshl,htru_pks;*;
353;J0821-4221;J0821-4221;08:21:44.6;-42:21:25.4;125.43598333;-42.35707222;*;*;pkshl,htru_pks;*;
354;J0821-4300;J0821-4300;08:21:57.3;-43:00:17.0;125.48902208;-43.00474278;*;SNR:PUPPIS_A,XRS:RX_J0822-4300;misc;NRAD;
355;B0820+02;J0823+0159;08:23:09.7;+01:59:12.4;125.79068792;1.98679694;CO[kr00];*;mol2,gb3,pkshl,gb4,lotaas;*;
356;J0824+0028;J0824+0028;08:24:24.8;+00:28:00.5;126.10350092;0.46682417;CO(?)[mgf+19];*;ar327;*;
357;B0823+26;J0826+2637;08:26:51.5;+26:37:21.2;126.71461167;26.62258250;*;*;gb1,ar4,gb4,lotaas;HE[bwt+04];
358;J0827+53;J0827+53;08:27:48;+53:00;126.95000000;53.00000000;*;*;lotaas;*;
359;B0826-34;J0828-3417;08:28:16.6;-34:17:07;127.06927293;-34.28529102;*;*;mol2,pks70,pksmb,pkshl;*;
360;J0831-4406;J0831-4406;08:31:32.4;-44:06:11.9;127.88512500;-44.10330556;*;*;pksmb,htru_pks;*;
361;J0834-4159;J0834-4159;08:34:17.8;-41:59:35.9;128.57419583;-41.99333056;*;*;pksmb,htru_pks;*;
362;J0834-60;J0834-60;08:34:50;-60:35;128.70833333;-60.58333333;*;*;pkssw;*;
363;J0835-3707;J0835-3707;08:35:03.0;-37:07:51.5;128.76283333;-37.13097222;*;*;pksmb,pkshl,htru_pks;*;
364;B0833-45;J0835-4510;08:35:20.6;-45:10:34.8;128.83588121;-45.17635419;*;GRS:4FGL_J0835.3-4510[fermi21],SNR:Vela,;mol1,mol2,pks70,pksmb,htru_pks;HE[hg73,tfko75];
365;J0836-4233;J0836-4233;08:36:05.8;-42:33:24.9;129.02437500;-42.55691667;*;*;htru_pks;*;
366;B0834+06;J0837+0610;08:37:05.6;+06:10:14.5;129.27350833;6.17071111;*;*;misc,mol2,gb2,gb4,lotaas;*;
367;J0837-24;J0837-24;08:37:44;-24:47:48;129.43333333;-24.79666667;*;*;htru_pks;RRAT;
368;B0835-41;J0837-4135;08:37:21.1;-41:35:14.5;129.33830958;-41.58737861;*;*;mol1,mol2,pks70,pksmb,pkshl,htru_pk;*;
369;J0838-2621;J0838-2621;08:38:18.8;-26:21:29.5;129.57833750;-26.35820833;*;*;pkshl,htru_pks;*;
370;J0838-3947;J0838-3947;08:38:30.8;-39:47:22;129.62833333;-39.78944444;*;*;pksmb;*;
371;J0839-66;J0839-66;08:39:37;-66:34:52;129.90416667;-66.58111111;*;*;htru_pks;*;
372;B0839-53;J0840-5332;08:40:33.7;-53:32:35.9;130.14052500;-53.54331944;*;*;mol2,pks70,pkssw,htru_pks,ghrss;*;
373;B0840-48;J0842-4851;08:42:05.4;-48:51:20.6;130.52268458;-48.85572222;*;*;mol2,pks70,pksmb,htru_pks,ghrss;*;
374;J0843+0719;J0843+0719;08:43:33.8;+07:18:47.8;130.89091667;7.31327778;*;*;pkshl;*;
375;J0843-5022;J0843-5022;08:43:09.8;-50:22:43.1;130.79118333;-50.37863889;*;*;pkssw,pksmb,htru_pks,ghrss;*;
376;J0843+67;J0843+67;08:43:22.8;+67:13:08;130.84500000;67.21888889;*;GRS:4FGL_0843.3+6712[fermi21];FermiAssoc;HE[trr+21,fermi21];
377;B0844-35;J0846-3533;08:46:06.0;-35:33:41.2;131.52516667;-35.56144444;*;*;mol2,pks70,pkshl,pksmb,htru_pks;*;
378;J0847-4316;J0847-4316;08:47:57.3;-43:16:56.8;131.98887500;-43.28244444;*;*;pksmb;RRAT;
379;J0848+16;J0848+16;08:48:53;+16:43;132.22083333;16.71666667;*;*;ar327;*;
380;J0849-6322;J0849-6322;08:49:42.5;-63:22:35.0;132.42745833;-63.37638889;*;*;pkssw,htru_pks;*;
381;B0841+80;J0849+8028;08:49:01.5;+80:28:59.1;132.25628211;80.48308960;*;*;gb2,gbncc,lotaas;*;
382;J0854+5449;J0854+5449;08:54:25.7;+54:49:28.7;133.60718958;54.82466167;*;*;chime;*;
383;B0853-33;J0855-3331;08:55:38.4;-33:31:39.3;133.91005628;-33.52758448;*;*;mol2,pks70,pkshl,htru_pks;*;
384;J0855-4644;J0855-4644;08:55:36.1;-46:44:13.4;133.90075000;-46.73705556;*;SNR:RX_J0852.0-4622(?)[rm05];pksmb,htru_pks;*;
385;J0855-4658;J0855-4658;08:55:19.5;-46:58:22.6;133.83154167;-46.97294444;*;*;pksmb,htru_pks;*;
386;B0855-61;J0856-6137;08:56:59.2;-61:37:52.7;134.24695833;-61.63130833;*;*;mol2,pks70,pkssw,htru_pks;*;
387;J0857+3349;J0857+3349;08:57:07.0;+33:49:17.0;134.27945833;33.82138889;*;*;lotaas;*;
388;J0857-4424;J0857-4424;08:57:55.8;-44:24:10.6;134.48263333;-44.40295833;*;*;pks70,pksmb,htru_pks;*;
389;J0900-3144;J0900-3144;09:00:43.9;-31:44:30.8;135.18313787;-31.74191533;CO(?)[bjd+06];*;pkshl,htru_pks;*;
390;J0901-4624;J0901-4624;09:01:40.1;-46:24:48.5;135.41716667;-46.41347222;*;*;pksmb;*;
391;B0901-63;J0902-6325;09:02:32.4;-63:25:12.0;135.63500000;-63.42000000;*;*;mol2,pkssw,htru_pks;*;
392;B0903-42;J0904-4246;09:04:59.0;-42:46:13.4;136.24617917;-42.77038889;*;*;mol2,pks70,pksmb;*;
393;B0904-74;J0904-7459;09:04:10.4;-74:59:41.7;136.04362500;-74.99491667;*;*;mol2,pks70;*;
394;J0905-4536;J0905-4536;09:05:23.9;-45:36:53.0;136.34958333;-45.61472222;*;*;pks70,pksmb,htru_pks;*;
395;J0905-5127;J0905-5127;09:05:51.9;-51:27:54.0;136.46650000;-51.46501389;*;*;pks70,pksmb,htru_pks,ghrss;*;
396;J0905-6019;J0905-6019;09:05:15.2;-60:19:22.0;136.31352083;-60.32279444;*;*;htru_pks;*;
397;B0905-51;J0907-5157;09:07:15.9;-51:57:59.3;136.81625417;-51.96648889;*;*;mol2,pks1,pks70,pksmb,htru_pks,ghrs;*;
398;B0906-17;J0908-1739;09:08:38.1;-17:39:37.6;137.15909250;-17.66046389;*;*;mol2,gb2,pks70,pkshl;*;
399;B0906-49;J0908-4913;09:08:35.4;-49:13:05.0;137.14775000;-49.21805556;*;GRS:4FGL_J0908.7-4911[fermi21];misc,pks1,pks70,pksmb,htru_pks,Ferm;HE[dmd+88,fermi21];
400;B0909-71;J0909-7212;09:09:35.8;-72:12:08.9;137.39920833;-72.20248333;*;*;mol2,pks70;*;
401;B0904+77;J0910+77;09:10;+77:28;137.50000000;77.46666667;*;*;misc;*;
402;J0912-3851;J0912-3851;09:12:42.7;-38:51:03;138.17791667;-38.85083333;*;*;htru_pks;RRAT;
403;J0919-42;J0919-42;09:19;-42:00;139.75000000;-42.00000000;*;*;ghrss;*;
404;J0919-6040;J0919-6040;09:19:27.8;-60:40:50.4;139.86612500;-60.68066667;*;*;htru_pks;*;
405;B0917+63;J0921+6254;09:21:14.1;+62:54:13.9;140.30889747;62.90386409;*;*;gb2,gb4,lotaas;*;
406;B0919+06;J0922+0638;09:22:14.0;+06:38:23.3;140.55842500;6.63980556;*;GRS:4FGL_J0922.3+0644[fermi21],XRS:[pb15;mol2,ar4,pkshl,gb4,lotaas;*;
