
#ATNF Pulsar Catalogue
#Catalogue Version: 1.65
INDEX;NAME;PSRJ;RAJ;DECJ;RAJD;DECJD;BINCOMP;ASSOC;SURVEY;PSR;
#;;;(hms);(dms);(deg);(deg);;;;TYPE;
2685;J1922+1733;J1922+1733;19:22:53.2;+17:33:23.4;290.72174167;17.55651944;*;*;pksngp,palfa;*;
2686;B1920+20;J1922+2018;19:22:08.0;+20:17:57.3;290.53336196;20.29925534;*;*;ar1,ar3;*;
2687;B1920+21;J1922+2110;19:22:53.5;+21:10:41.9;290.72304864;21.17832376;*;*;jb1,ar1,gb1,gb3,ar2,ar3,lotaas;*;
2688;J1922+58;J1922+58;19:22;+58:28;290.50000000;58.46666667;*;*;gbncc,lotaas;*;
2689;J1923-0408;J1923-0408;19:23:10.9;-04:08:19.4;290.79566667;-4.13872222;*;*;pks_superb;*;
2690;J1923+1143g;J1923+1143g;19:23:38;+11:43;290.90833333;11.71666667;*;*;fast_gpps;*;
2691;J1923+1521g;J1923+1521g;19:23:12;+15:21;290.80000000;15.35000000;*;*;fast_gpps;*;
2692;B1921+17;J1923+1706;19:23:07.8;+17:06:09.4;290.78270833;17.10261111;*;*;ar1,ar3,ar4,palfa;*;
2693;J1923+2022g;J1923+2022g;19:23:56;+20:22;290.98333333;20.36666667;*;*;fast_gpps;*;
2694;J1923+2515;J1923+2515;19:23:22.4;+25:15:40.5;290.84371922;25.26127552;*;*;gb350;*;
2695;J1923+4243;J1923+4243;19:23:15.2;+42:43:18.6;290.81350349;42.72184543;*;*;gbncc,lotaas;*;
2696;J1924+1343g;J1924+1343g;19:24:20;+13:43;291.08333333;13.71666667;*;*;fast_gpps;*;
2697;J1924+1509g;J1924+1509g;19:24:34;+15:09;291.14166667;15.15000000;*;*;fast_gpps;*;
2698;J1924+1510g;J1924+1510g;19:24:02;+15:10;291.00833333;15.16666667;*;*;fast_gpps;*;
2699;J1924+1628;J1924+1628;19:24:45;+16:29;291.18750000;16.48333333;*;*;palfa,fast_gpps;*;
2700;J1924+1631;J1924+1631;19:24:54.8;+16:31:48.8;291.22866667;16.53022222;*;*;palfa;*;
2701;J1924+1639;J1924+1639;19:24:03.1;+16:39:40.7;291.01296458;16.66132111;*;*;pksngp,palfa;*;
2702;J1924+17;J1924+17;19:24:32;+17:14;291.13333333;17.23333333;*;*;palfa,fast_gpps;*;
2703;J1924+1923g;J1924+1923g;19:24:20;+19:23;291.08333333;19.38333333;*;*;fast_gpps;*;
2704;J1924+1932g;J1924+1932g;19:24:49;+19:32;291.20416667;19.53333333;*;*;fast_gpps;*;
2705;J1924+2027g;J1924+2027g;19:24:34;+20:27;291.14166667;20.45000000;*;*;fast_gpps;*;
2706;J1924+2037g;J1924+2037g;19:24:34;+20:37;291.14166667;20.61666667;*;*;fast_gpps;*;
2707;B1922+20;J1924+2040;19:24:40;+20:40:03;291.16666667;20.66750000;*;*;ar1,fast_gpps;*;
2708;J1925+1532g;J1925+1532g;19:25:00;+15:32;291.25000000;15.53333333;*;*;fast_gpps;*;
2709;J1925-16;J1925-16;19:25:06;-16:01:00;291.27500000;-16.01666667;*;*;htru_pks;RRAT;
2710;J1925+1629g;J1925+1629g;19:25:10;+16:29;291.29166667;16.48333333;*;*;fast_gpps;*;
2711;J1925+1636g;J1925+1636g;19:25:48;+16:36;291.45000000;16.60000000;*;*;fast_gpps;*;
2712;J1925+1720;J1925+1720;19:25:27.0;+17:20:27.3;291.36262917;17.34091944;*;GRS:4FGL_J1925.2+1729[sbc+19];palfa;HE[lbh+15,sbc+19];
2713;J1925+19;J1925+19;19:25:26;+19:04;291.35833333;19.06666667;*;*;pksngp;*;
2714;B1923+04;J1926+0431;19:26:24.4;+04:31:31.5;291.60196667;4.52542778;*;*;mol2,pkssw,gb4,lotaas;*;
2715;J1926-0652;J1926-0652;19:26:37.0;-06:52:42.7;291.65433750;-6.87852778;*;*;fast_uwb;*;
2716;J1926+0737;J1926+0737;19:26:33.7;+07:37:07.2;291.64058333;7.61866667;*;*;pksmb;*;
2717;J1926-1314;J1926-1314;19:26:53.8;-13:14:03.8;291.72431250;-13.23438889;*;*;gb350;*;
2718;B1924+14;J1926+1434;19:26:57.2;+14:34:55.3;291.73844133;14.58203825;*;*;ar1,jb2,ar3,pksmb,palfa;*;
2719;J1926+1452g;J1926+1452g;19:26:55;+14:52;291.72916667;14.86666667;*;*;fast_gpps;*;
2720;J1926+1613;J1926+1613;19:26:51;+16:14;291.71250000;16.23333333;*;*;palfa,fast_gpps;*;
2721;J1926+1631g;J1926+1631g;19:26:24;+16:31;291.60000000;16.51666667;*;*;fast_gpps;*;
2722;B1924+16;J1926+1648;19:26:45.3;+16:48:32.7;291.68884545;16.80910566;*;*;ar1,jb2,ar2,ar3,ar4,palfa;*;
2723;J1926+1857g;J1926+1857g;19:26:59;+18:57;291.74583333;18.95000000;*;*;fast_gpps;*;
2724;B1924+19;J1926+1928;19:26:22.8;+19:28:11.7;291.59508333;19.46991667;*;*;ar1;*;
2725;J1926+2016;J1926+2016;19:26:18.0;+20:16:01.1;291.57526667;20.26698056;*;*;pksngp,palfa;*;
2726;J1927+0911;J1927+0911;19:27:25.6;+09:11:05.7;291.85678333;9.18491667;*;*;pksmb;*;
2727;J1927+1430g;J1927+1430g;19:27:40;+14:30;291.91666667;14.50000000;*;*;fast_gpps;*;
2728;B1925+18;J1927+1852;19:27:10.4;+18:52:08.5;291.79342500;18.86902778;*;*;ar1,ar3,palfa,fast_gpps;*;
2729;B1925+188;J1927+1856;19:27:24.9;+18:56:36.8;291.85404167;18.94355556;*;*;ar1,ar3,palfa;*;
2730;B1925+22;J1927+2234;19:27:08.0;+22:34:57.3;291.78366667;22.58258333;*;*;ar1,ar3;*;
2731;J1928-0108;J1928-0108;19:28:18.9;-01:08:55.7;292.07887500;-1.14880556;*;*;pks_superb;*;
2732;J1928+1245;J1928+1245;19:28:45.3;+12:45:53.3;292.18914000;12.76482611;UL;*;palfa;*;
2733;J1928+1443;J1928+1443;19:28:06.7;+14:43:11.3;292.02829167;14.71980556;*;*;palfa;*;
2734;J1928+15;J1928+15;19:28:20;+15:13;292.08333333;15.21666667;*;*;palfa;RRAT;
2735;J1928+1746;J1928+1746;19:28:42.5;+17:46:29.6;292.17730417;17.77489444;*;GRS:[sbc+19];palfa;HE[sbc+19];
2736;J1928+1809g;J1928+1809g;19:28:06;+18:09;292.02500000;18.15000000;*;*;fast_gpps;*;
2737;J1928+1816g;J1928+1816g;19:28:10;+18:16;292.04166667;18.26666667;*;*;fast_gpps;*;
2738;J1928+1839g;J1928+1839g;19:28:38;+18:39;292.15833333;18.65000000;*;*;fast_gpps;*;
2739;J1928+1852g;J1928+1852g;19:28:05;+18:52;292.02083333;18.86666667;*;*;fast_gpps;*;
2740;J1928+1902g;J1928+1902g;19:28:05;+19:02;292.02083333;19.03333333;*;*;fast_gpps;*;
2741;J1928+1915g;J1928+1915g;19:28:60;+19:15;292.25000000;19.25000000;*;*;fast_gpps;*;
2742;J1928+1923;J1928+1923;19:28:05.1;+19:23:31.3;292.02151250;19.39203333;*;*;pksngp,palfa;*;
2743;J1929+00;J1929+00;19:29:28;+00:26;292.36666667;0.43333333;*;*;ar4,pkssw,lotaas;*;
2744;J1929+1357;J1929+1357;19:29:10.6;+13:57:35.9;292.29425000;13.95997222;*;*;palfa;*;
2745;J1929+16;J1929+16;19:29:18;+16:21;292.32500000;16.35000000;*;*;pksngp;*;
2746;J1929+1615g;J1929+1615g;19:29:36;+16:15;292.40000000;16.25000000;*;*;fast_gpps;*;
2747;J1929+1731g;J1929+1731g;19:29:04;+17:31;292.26666667;17.51666667;*;*;fast_gpps;*;
2748;B1926+18;J1929+1844;19:29:16.7;+18:44:59.5;292.31991667;18.74986111;*;*;ar1,lotaas;*;
2749;J1929+19;J1929+19;19:29:32;+19:05;292.38333333;19.08333333;*;*;pksngp,fast_gpps;*;
2750;J1929+1937g;J1929+1937g;19:29:10;+19:37;292.29166667;19.61666667;*;*;fast_gpps;*;
2751;J1929+1955;J1929+1955;19:29:17.5;+19:55:07.9;292.32321375;19.91886389;*;*;pksngp,palfa;*;
2752;J1929+2121;J1929+2121;19:29:04.2;+21:21:22.6;292.26766250;21.35630000;*;*;pksngp;*;
2753;J1929+3817;J1929+3817;19:29:07.0;+38:17:57.5;292.27922500;38.29930556;*;*;gbncc;*;
2754;J1929+62;J1929+62;19:29;+62:16;292.25000000;62.26666667;*;*;gbncc,lotaas;*;
2755;B1927+13;J1930+1316;19:30:00.9;+13:16:11.1;292.50394583;13.26975000;*;*;ar1,pksmb;*;
2756;J1930+1357g;J1930+1357g;19:30:12;+13:57;292.55000000;13.95000000;*;*;fast_gpps;*;
2757;J1930+14;J1930+14;19:30:19;+14:09;292.57916667;14.15000000;*;*;palfa,fast_gpps;*;
2758;J1930+1403g;J1930+1403g;19:30:18;+14:03;292.57500000;14.05000000;*;*;fast_gpps;*;
2759;J1930+17;J1930+17;19:30:31;+17:23;292.62916667;17.38333333;*;*;pksngp,palfa,fast_gpps;*;
2760;J1930+1852;J1930+1852;19:30:30.1;+18:52:14.1;292.62554167;18.87058333;*;SNR:G54.1+0.3,XRS:;misc;HE;
2761;J1930-1852;J1930-1852;19:30:29.7;-18:51:46.2;292.62381500;-18.86285278;NS[srm+15];*;gb350;*;
2762;J1930+2441;J1930+2441;19:30:45.3;+24:41:01.5;292.68916017;24.68376778;He;*;palfa;*;
2763;J1931-0144;J1931-0144;19:31:32.0;-01:44:22.5;292.88343750;-1.73958333;*;*;misc,fast_uwb;*;
2764;J1931+1439;J1931+1439;19:31:40.4;+14:39:38.7;292.91847083;14.66075000;*;*;palfa;*;
2765;B1929+15;J1931+1536;19:31:55.7;+15:36:57.5;292.98212500;15.61597222;*;*;ar1,palfa;*;
2766;J1931+1952;J1931+1952;19:31:55.8;+19:52:11.5;292.98276667;19.86986111;*;*;pksngp,palfa;*;
2767;J1931+30;J1931+30;19:31:28;+30:35;292.86666667;30.58333333;*;*;ar4;*;
2768;J1931+42;J1931+42;19:31;+42:30;292.75000000;42.50000000;*;*;chime;RRAT[gac+20];
2769;B1929+10;J1932+1059;19:32:14.0;+10:59:33.3;293.05857083;10.99260556;*;*;mol1,jb1,ar1,mol2,ar2,ar3,ar4,pksmb;HE[yhh94];
2770;J1932+1500;J1932+1500;19:32:46.3;+15:00:22.2;293.19294583;15.00616667;He(?);*;palfa;*;
2771;J1932+1756;J1932+1756;19:32:07.2;+17:56:17.3;293.03011542;17.93814167;CO(?);*;palfa;*;
2772;J1932+1916;J1932+1916;19:32:19.7;+19:16:39;293.08208333;19.27750000;*;GRS:4FGL_J1932.3+1916[fermi21];FermiBlind;NRAD;
2773;B1929+20;J1932+2020;19:32:08.0;+20:20:46.4;293.03343136;20.34622569;*;*;ar1,jb2,gb3,ar2,ar3,palfa;*;
2774;B1930+22;J1932+2220;19:32:22.7;+22:20:51.5;293.09475780;22.34763525;*;GRS:4FGL_J1932.2+2221[fermi21];ar1,gb3,ar2,ar3;HE[sbc+19];
2775;J1932-3655;J1932-3655;19:32:06.1;-36:55:01.7;293.02553333;-36.91716111;*;*;pks70,pkssw;*;
2776;J1933+0758;J1933+0758;19:33:19.4;+07:58:07.0;293.33086250;7.96861389;*;*;ar4;*;
2777;B1930+13;J1933+1304;19:33:22.5;+13:04:49.9;293.34387083;13.08054722;*;*;ar1,ar3,pksmb;*;
2778;J1933+1726;J1933+1726;19:33:22.9;+17:26:49.6;293.34576167;17.44711278;CO[sab+16];*;palfa;*;
2779;J1933+1923g;J1933+1923g;19:33:58;+19:23;293.49166667;19.38333333;*;*;fast_gpps;*;
2780;J1933+2038g;J1933+2038g;19:33:42;+20:38;293.42500000;20.63333333;*;*;fast_gpps;*;
2781;B1931+24;J1933+2421;19:33:37.8;+24:36:39.6;293.40763705;24.61100970;*;*;gb3,ar3,gb4,lotaas;*;
2782;J1933+5335;J1933+5335;19:33:01.1;+53:35:43;293.25458333;53.59527778;*;*;lotaas;*;
2783;J1933-6211;J1933-6211;19:33:32.4;-62:11:46.8;293.38511117;-62.19635444;CO(?)[jbo+07];*;pkssw;*;
2784;J1934+19;J1934+19;19:34:18;+19:26;293.57500000;19.43333333;*;*;palfa,fast_gpps;*;
2785;J1934+2352;J1934+2352;19:34:46.1;+23:52:55.9;293.69245833;23.88219444;*;*;palfa;*;
2786;J1934+5219;J1934+5219;19:34:23.8;+52:19:57.6;293.59950982;52.33265609;*;*;gbncc,lotaas;*;
2787;J1935+1159;J1935+1159;19:35:16.0;+11:59:09.2;293.81698333;11.98588889;*;*;ar4;*;
2788;B1933+16;J1935+1616;19:35:47.8;+16:16:39.9;293.94927458;16.27777389;*;*;jb1,ar1,mol2,gb3,ar2,ar3,ar4,gb4,pa;*;
2789;J1935+1726;J1935+1726;19:35:03.9;+17:26:28.4;293.76645000;17.44123889;He[lcm13];*;pksngp;*;
2790;B1933+17;J1935+1745;19:35:29.9;+17:45:12.2;293.87487500;17.75338889;*;*;ar1,palfa;*;
2791;J1935+2025;J1935+2025;19:35:41.9;+20:25:40.1;293.92475417;20.42780556;*;*;pksngp,palfa;*;
2792;J1935+2154;J1935+2154;19:34:55.6;+21:53:48.2;293.73200000;21.89672222;*;XRS:SGR_1935+2154,SNR:G57.2+0.8(?)[gae14;misc;AXP,NRAD;
2793;B1933+15;J1936+1536;19:36:01.5;+15:36:36.0;294.00633333;15.61000000;*;*;ar1;*;
2794;J1936+18;J1936+18;19:36:03;+18:05;294.01250000;18.08333333;*;*;palfa,fast_gpps;*;
2795;J1936+1952g;J1936+1952g;19:36:00;+19:52;294.00000000;19.86666667;*;*;fast_gpps;*;
2796;J1936+20;J1936+20;19:36:29;+20:41;294.12083333;20.68333333;*;*;palfa,fast_gpps;*;
2797;J1936+2036g;J1936+2036g;19:36:41;+20:36;294.17083333;20.60000000;*;*;fast_gpps;*;
2798;J1936+21;J1936+21;19:36:11;+21:09;294.04583333;21.15000000;*;*;pksngp,palfa,fast_gpps;*;
2799;J1936+217;J1936+217;19:37:00;+21:43;294.25000000;21.71666667;*;*;fast_gpps;*;
2800;J1937-00;J1937-00;19:37:09;-00:17;294.28750000;-0.28333333;*;*;ar327;*;
2801;J1937+1505;J1937+1505;19:37:16.3;+15:05:19;294.31795833;15.08861111;*;*;pksmb;*;
2802;J1937+1658;J1937+1658;19:37:24.9;+16:58:42.5;294.35378546;16.97848694;He;*;palfa;*;
2803;B1935+25;J1937+2544;19:37:01.2;+25:44:13.4;294.25522667;25.73706556;*;*;gb2,ar3,lotaas;*;
2804;J1937+2950;J1937+2950;19:37:47.6;+29:50:01.8;294.44834583;29.83383333;*;*;misc;*;
2805;J1938+0650;J1938+0650;19:37:53.4;+06:50:06.0;294.47275000;6.83500000;*;*;ar4,pkssw,lotaas;*;
2806;J1938+14;J1938+14;19:38:07;+15:06;294.52916667;15.10000000;*;*;ar327,lotaas,fast_gpps;*;
2807;J1938+2010;J1938+2010;19:38:08.3;+20:10:51.7;294.53475000;20.18102778;*;*;palfa,pksngp;*;
2808;J1938+2012;J1938+2012;19:38:40.0;+20:12:50.8;294.66700125;20.21411861;He[sab+16];*;palfa;*;
2809;J1938+2213;J1938+2213;19:38:14.1;+22:13:12.6;294.55908333;22.22018889;*;*;ar4,pksngp,palfa;*;
2810;J1938+6604;J1938+6604;19:38:56.9;+66:04:31.7;294.73717303;66.07547437;CO(?)[lsk+18];*;gbncc;*;
2811;J1939+10;J1939+10;19:39:11;+10:45;294.79583333;10.75000000;*;*;misc;*;
2812;B1937+21;J1939+2134;19:39:38.5;+21:34:59.1;294.91067177;21.58309047;*;*;ar2,ar3,ar4,palfa;HE[tst+01];
2813;J1939+2352g;J1939+2352g;19:39:49;+23:52;294.95416667;23.86666667;*;*;fast_gpps;*;
2814;B1937+24;J1939+2449;19:39:05.5;+24:42:55.6;294.77331993;24.71544632;*;*;ar2,ar3,palfa;*;
2815;J1939+26;J1939+26;19:39:42;+26:09;294.92500000;26.15000000;*;*;palpha,fast_gpps;*;
2816;J1940+0239;J1940+0239;19:40:33;+02:36:41;295.13750000;2.61138889;*;*;htru_pks;*;
2817;J1940-0902;J1940-0902;19:40:54.5;-09:02:18.0;295.22720833;-9.03833333;*;*;pks_superb;*;
2818;J1940+2245;J1940+2245;19:40:27.6;+22:45:46.6;295.11518333;22.76295000;*;*;palfa;*;
2819;J1940+2337;J1940+2337;19:40:35.4;+23:37:46.5;295.14785833;23.62958333;*;*;palfa;*;
2820;J1940-24;J1940-24;19:40;-24;295.00000000;-24.00000000;*;*;gbncc;*;
2821;J1940-2403;J1940-2403;19:40:30;-24:03;295.12500000;-24.05000000;*;*;pks70;*;
2822;J1940+26;J1940+26;19:40:13;+26:01;295.05416667;26.01666667;*;*;palpha,fast_gpps;*;
2823;J1941+0121;J1941+0121;19:41:16.0;+01:21:39.5;295.31682917;1.36097222;*;*;gb350,lotaas;*;
2824;J1941+1026;J1941+1026;19:41:32.3;+10:26:25.6;295.38472500;10.44044444;*;*;ar3;*;
2825;J1941+1341;J1941+1341;19:41:04.8;+13:41:30.4;295.27027917;13.69177778;*;*;pksmb;*;
2826;J1941+2525;J1941+2525;19:41:20.8;+25:25:05.3;295.33666667;25.41813889;*;*;palfa;*;
2827;B1937-26;J1941-2602;19:41:00.4;-26:02:05.7;295.25169583;-26.03493056;*;*;mol2,pks70,pkssw;*;
2828;J1941+4320;J1941+4320;19:41:58.9;+43:20:06.3;295.49548169;43.33509027;*;*;gbncc,lotaas;*;
2829;J1942+0147;J1942+0147;19:42:27;+01:50:11;295.61250000;1.83638889;*;*;ar327,htru_pks;*;
2830;B1939+17;J1942+1743;19:42:01.0;+17:43:28.3;295.50429167;17.72452778;*;*;ar1,ar3;*;
2831;J1942-2019;J1942-2019;19:42:50.3;-20:19:23;295.70975000;-20.32305556;*;*;pks_superb;*;
2832;J1942+8106;J1942+8106;19:42:54.6;+81:06:17.3;295.72783363;81.10481316;*;*;gbncc,lotaas;*;
2833;J1943+0609;J1943+0609;19:43:29.1;+06:09:57.6;295.87138333;6.16600000;*;*;pkssw,ar4,lotaas;*;
2834;B1940-12;J1943-1237;19:43:25.4;-12:37:42.4;295.85617215;-12.62844944;*;*;mol2,gb2,pks70,pkssw;*;
2835;J1943+2210;J1943+2210;19:43:16.4;+22:10:23.1;295.81871250;22.17309750;CO;*;palfa;*;
2836;J1944+0907;J1944+0907;19:44:09.3;+09:07:23.0;296.03887882;9.12305734;*;*;ar4;*;
2837;J1944-10;J1944-10;19:44;-10:17;296.00000000;-10.28333333;*;*;gb350;RRAT;
2838;B1941-17;J1944-1750;19:44:05.2;-17:50:11;296.02183272;-17.83640601;*;*;mol2,pks70,pkssw;*;
2839;B1942+17;J1944+1755;19:44:31.8;+17:55:42.4;296.13250000;17.92844444;*;*;ar1,ar4;*;
2840;J1944+2236;J1944+2236;19:44:01.0;+22:36:22.6;296.00446125;22.60628333;*;*;palfa;*;
2841;B1942-00;J1945-0040;19:45:28.3;-00:40:58.1;296.36832210;-0.68279835;*;*;mol2,gb2,pks70,pkssw,lotaas;*;
2842;J1945+07;J1945+07;19:45:55;+07:17;296.47916667;7.28333333;*;*;ar327,lotaas;*;
2843;J1945+1211;J1945+1211;19:45:11.5;+12:11:46.2;296.29816667;12.19616667;*;*;fast_uwb;*;
2844;B1943+18;J1945+1834;19:45:36.1;+18:34:20.1;296.40041667;18.57225000;*;*;ar1;*;
2845;J1946-1312;J1946-1312;19:46:57.8;-13:12:36.4;296.74095417;-13.21011111;*;*;pkssw;*;
2846;J1946+14;J1946+14;19:46:52;+14:42;296.71666667;14.70000000;*;*;ar327;*;
2847;B1944+17;J1946+1805;19:46:53.0;+18:05:41.2;296.72101667;18.09478889;*;*;mol1,jb1,ar1,mol2,ar2,ar3,ar4,gb4,l;*;
2848;J1946+2052;J1946+2052;19:46:14.1;+20:52:24.6;296.55887500;20.87351111;NS[sfc+18];*;palfa;*;
2849;B1944+22;J1946+2244;19:46:24.8;+22:44:59.4;296.60370833;22.74983333;*;*;ar1,palfa;*;
2850;J1946+24;J1946+24;19:46:00;+23:58;296.50000000;23.96666667;*;*;palfa;RRAT;
2851;J1946+2535;J1946+2535;19:46:49.1;+25:35:51.5;296.70458333;25.59763889;*;*;palfa;*;
2852;J1946+2611;J1946+2611;19:46:45.8;+26:11:49.2;296.69087500;26.19700000;*;*;ar3,ar4,palfa;*;
2853;B1943-29;J1946-2913;19:46:51.7;-29:13:47.1;296.71555833;-29.22975000;*;*;mol2,pks70,pkssw;*;
2854;J1946+3417;J1946+3417;19:46:25.1;+34:17:14.6;296.60471310;34.28741361;He[ft14];GRS:[sbc+19];htru_eff;HE[sbc+19];
2855;J1946-5403;J1946-5403;19:46:34.4;-54:03:42.5;296.64373750;-54.06180833;*;GRS:4FGL_J1946.5-5402[fermi21];FermiAssoc;HE[ckr+15];
2856;J1947+0915;J1947+0915;19:47:46.2;+09:15:08.0;296.94258333;9.25222222;*;*;pkssw;*;
2857;J1947+10;J1947+10;19:47:36;+10:44;296.90000000;10.73333333;*;*;ar4;*;
2858;J1947-18;J1947-18;19:47:31;-18:58:12;296.87916667;-18.97000000;*;*;htru_pks;*;
2859;J1947+1957;J1947+1957;19:47:19.4;+19:57:08.3;296.83097917;19.95233056;*;*;palfa;*;
2860;J1947+2011g;J1947+2011g;19:47:47;+20:11;296.94583333;20.18333333;*;*;fast_gpps;*;
2861;J1947-4215;J1947-4215;19:47:06;-42:15;296.77500000;-42.25000000;*;*;pks70;*;
2862;J1947-43;J1947-43;19:47;-43:00;296.75000000;-43.00000000;*;*;ghrss;*;
2863;J1948+2333;J1948+2333;19:48:19.3;+23:33:03.2;297.08048750;23.55089722;*;*;palfa;*;
2864;J1948+2551;J1948+2551;19:48:17.5;+25:51:51.9;297.07324583;25.86443056;*;*;palfa;*;
2865;B1946+35;J1948+3540;19:48:25.0;+35:40:11.0;297.10419458;35.66973806;*;*;jb1,gb1,gb2,ar4,gb4,gbncc,lotaas;*;
2866;J1949+2306;J1949+2306;19:49:07.3;+23:06:55.5;297.28050000;23.11541667;*;*;palfa;*;
2867;J1949+2516g;J1949+2516g;19:49:37;+25:16;297.40416667;25.26666667;*;*;fast_gpps;*;
2868;B1946-25;J1949-2524;19:49:25.4;-25:24:01;297.35589428;-25.40027268;*;*;mol2,pks70;*;
2869;J1949+3106;J1949+3106;19:49:29.6;+31:06:03.8;297.37348942;31.10105723;CO[dfc+12];*;palfa;*;
2870;J1949+3426;J1949+3426;19:49:13.6;+34:26:33.8;297.30696250;34.44274722;*;*;gbncc;*;
2871;J1950+05;J1950+05;19:50:58;+05:35;297.74166667;5.58333333;*;*;ar4;*;
2872;J1950+2352g;J1950+2352g;19:50:56;+23:52;297.73333333;23.86666667;*;*;fast_gpps;*;
2873;J1950+2414;J1950+2414;19:50:45.0;+24:14:56.9;297.68776525;24.24915664;He[kls+15];GRS:4FGL_J1950.6+2416[fermi21];palpha,FermiAssoc;HE[kls+15,fermi21];
2874;J1950+2556g;J1950+2556g;19:50:04;+25:56;297.51666667;25.93333333;*;*;fast_gpps;*;
2875;J1951+1123;J1951+1123;19:51:08.2;+11:23:25.2;297.78437500;11.39033333;*;*;ar3,ar4;*;
2876;B1949+14;J1952+1410;19:52:06.1;+14:07:29.4;298.02564690;14.12482869;*;*;ar2,lotaas;*;
2877;J1952+2630;J1952+2630;19:52:36.8;+26:30:28.0;298.15350042;26.50779806;CO[ltk+14];*;palfa;*;
2878;J1952+2702g;J1952+2702g;19:52:18;+27:02;298.07500000;27.03333333;*;*;fast_gpps;*;
2879;J1952+2836g;J1952+2836g;19:52:48;+28:36;298.20000000;28.60000000;*;*;fast_gpps;*;
2880;J1952+30;J1952+30;19:52;+30:00;298.00000000;30.00000000;*;*;palfa,lotaas;*;
2881;B1951+32;J1952+3252;19:52:58.2;+32:52:40.5;298.24252500;32.87791944;*;GRS:4FGL_J1952.9+3252[fermi21],SNR:CTB80;misc,lotaas;HE[sof95,aaa+10m];
2882;J1953+1149;J1953+1149;19:53:47.4;+11:49:42.6;298.44779167;11.82850000;*;*;ar3,ar4;*;
2883;J1953+1844g;J1953+1844g;19:53:44;+18:44;298.43333333;18.73333333;*;*;fast_gpps;*;
2884;J1953+1846A;J1953+1846A;19:53:46;+18:46:42;298.44166667;18.77833333;UL[hrs+07];GC:M71;misc;*;
2885;J1953+2732;J1953+2732;19:53:07.8;+27:32:48.2;298.28250000;27.54672222;*;*;palfa;*;
2886;J1953+30;J1953+30;19:53:48;+30:13;298.45000000;30.21666667;*;*;misc,lotaas;*;
2887;J1954+1021;J1954+1021;19:54:36.8;+10:21:10.5;298.65333333;10.35291667;*;*;gbncc;*;
2888;J1954+2407;J1954+2407;19:54:00.3;+24:07:14.0;298.50155833;24.12055556;*;*;palfa;*;
2889;J1954+2836;J1954+2836;19:54:19.1;+28:36:06;298.57979167;28.60166667;*;GRS:4FGL_J1954.3+2836[fermi21];FermiBlind;NRAD;
2890;B1952+29;J1954+2923;19:54:22.5;+29:23:17.2;298.59397500;29.38813611;*;*;jb1,jb2,gb3,palfa,lotaas;*;
2891;J1954+3852;J1954+3852;19:54:01.0;+38:52:15.8;298.50451250;38.87107778;*;*;gbncc;*;
2892;J1954+4357;J1954+4357;19:54:38.4;+43:57:37.3;298.66020738;43.96037945;*;*;gbncc,lotaas;*;
2893;J1955+2527;J1955+2527;19:55:59.3;+25:27:03.4;298.99748012;25.45095639;*;*;palfa;*;
2894;J1955+29;J1955+29;19:55:07;+29:31;298.77916667;29.51666667;*;*;palpha,fast_gpps;*;
2895;B1953+29;J1955+2908;19:55:27.8;+29:08:43.4;298.86614715;29.14539896;He[gsf+11];*;misc;*;
2896;J1955+2912g;J1955+2912g;19:55:23;+29:12;298.84583333;29.20000000;*;*;fast_gpps;*;
2897;B1953+50;J1955+5059;19:55:18.7;+50:59:55.2;298.82818208;50.99869222;*;*;gb1,gb2,gb4,lotaas;*;
2898;J1955+6708;J1955+6708;19:55:38.7;+67:08:15.1;298.91152899;67.13753627;*;*;gbncc;*;
2899;J1956+07;J1956+07;19:56:35;+07:16;299.14583333;7.26666667;*;*;ar327;*;
2900;J1956+0838;J1956+0838;19:56:52.2;+08:38:16.8;299.21775000;8.63800000;*;*;pkssw;*;
2901;J1956-28;J1956-28;19:56;-27:53;299.00000000;-27.88333333;*;*;gbncc;RRAT;
2902;J1956+2826g;J1956+2826g;19:56:47;+28:26;299.19583333;28.43333333;*;*;fast_gpps;*;
2903;J1957-0002;J1957-0002;19:57:42.6;-00:02:06.8;299.42758333;-0.03522222;*;*;lotaas;*;
2904;J1957+2516;J1957+2516;19:57:34.6;+25:16:02.0;299.39421458;25.26724333;UL(?)[sab+16];GRS:4FGL_J1957.3+2517[fermi21];palpha,FermiAssoc;HE[lbh+15,fermi21];
2905;J1957+2831;J1957+2831;19:57:19.3;+28:31:43.8;299.33082176;28.52884511;*;SNR:G65.1+0.6(?)[tl06];misc,palfa;*;
2906;J1957+5033;J1957+5033;19:57:38.9;+50:33:18;299.41208333;50.55500000;*;GRS:4FGL_J1957.6+5033[fermi21];FermiBlind;NRAD;
2907;J1958+2846;J1958+2846;19:58:40.0;+28:45:54;299.66695833;28.76500000;*;GRS:4FGL_J1958.7+2846[fermi21];FermiBlind;NRAD;
2908;J1958+30;J1958+30;19:58;+30;299.50000000;30.00000000;*;*;palfa;*;
2909;J1958+56;J1958+56;19:58:00;+56:49;299.50000000;56.81666667;*;*;lotaas;*;
2910;B1957+20;J1959+2048;19:59:36.7;+20:48:15.1;299.90320783;20.80420061;UL[rcf+06];GRS:4FGL_J1959.5+2048[fermi21],XRS:[hb07;ar3;HE[aaa+10g];
