#name,ra,dec,pileup_flag,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_s,photflux_aper_avg_b,photflux_aper_avg_h,photflux_aper_avg_m,photflux_aper_avg_s,flux_aper_avg_b,flux_aper_avg_h,flux_aper_avg_m,flux_aper_avg_s,flux_powlaw_aper_b,flux_powlaw_aper_h,flux_powlaw_aper_m,flux_powlaw_aper_s,flux_bb_aper_b,flux_bb_aper_h,flux_bb_aper_m,flux_bb_aper_s,flux_brems_aper_b,flux_brems_aper_h,flux_brems_aper_m,flux_brems_aper_s,flux_apec_aper_b,flux_apec_aper_h,flux_apec_aper_m,flux_apec_aper_s,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,hard_hm,var_inter_hard_prob_hs,var_inter_hard_sigma_hs,hard_ms,var_inter_hard_prob_ms,var_inter_hard_sigma_ms,ks_intra_prob_b,ks_intra_prob_h,ks_intra_prob_m,ks_intra_prob_s
 2CXO J003319.1-433711, 00 33 19.11,-43 37 11.35,FALSE,3.969E-06,1.045E-06,7.015E-07,1.441E-06,1.542E-14,1.051E-14,1.583E-15,4.233E-15,3.969E-06,1.045E-06,7.015E-07,1.441E-06,1.542E-14,1.051E-14,1.583E-15,4.233E-15,1.014E-14,7.097E-15,1.79E-15,2.948E-15,1.081E-14,6.266E-15,1.895E-15,2.245E-15,9.732E-15,6.666E-15,1.806E-15,2.77E-15,1.154E-14,7.909E-15,1.824E-15,2.665E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2074,         ,         ,-0.371,         ,         ,0.955,0.246,0.889,0.99
 2CXO J003320.6-434248, 00 33 20.66,-43 42 48.82,FALSE,2.228E-06,5.239E-07,5.508E-07,6.35E-07,1.317E-14,6.732E-15,1.171E-15,5.916E-15,2.228E-06,5.239E-07,5.508E-07,6.35E-07,1.317E-14,6.732E-15,1.171E-15,5.916E-15,5.576E-15,         ,1.3E-15,         ,5.735E-15,         ,1.364E-15,         ,5.306E-15,         ,1.31E-15,         ,6.261E-15,         ,1.324E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.045,         ,         ,-0.1674,         ,         ,0.152,         ,0.135,         
 2CXO J003320.9-433745, 00 33 20.96,-43 37 45.37,FALSE,5.313E-06,7.682E-07,1.368E-06,1.93E-06,1.073E-14,3.777E-15,3.347E-15,4.076E-15,5.313E-06,7.682E-07,1.368E-06,1.93E-06,1.073E-14,3.777E-15,3.347E-15,4.076E-15,1.297E-14,4.97E-15,3.329E-15,3.753E-15,1.382E-14,4.387E-15,3.521E-15,2.855E-15,1.244E-14,4.669E-15,3.36E-15,3.527E-15,1.476E-14,5.539E-15,3.393E-15,3.392E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2661,         ,         ,-0.2011,         ,         ,0.15,0.132,0.022,0.326
 2CXO J003324.1-431701, 00 33 24.10,-43 17 01.54,FALSE,1.43E-06,4.464E-07,2.201E-07,4.425E-07,4.397E-15,2.393E-15,7.018E-16,1.376E-15,1.43E-06,4.464E-07,2.201E-07,4.425E-07,4.397E-15,2.393E-15,7.018E-16,1.376E-15,3.566E-15,         ,         ,         ,3.756E-15,         ,         ,         ,3.411E-15,         ,         ,         ,4.042E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.396,         ,         ,-0.4185,         ,         ,0.009,         ,         ,         
 2CXO J003325.4-432208, 00 33 25.44,-43 22 08.50,FALSE,3.218E-06,1.354E-06,6.567E-07,2.559E-07,1.207E-14,1.019E-14,1.659E-15,7.825E-16,3.218E-06,1.354E-06,6.567E-07,2.559E-07,1.207E-14,1.019E-14,1.659E-15,7.825E-16,7.907E-15,8.915E-15,1.611E-15,         ,8.384E-15,7.851E-15,1.687E-15,         ,7.577E-15,8.379E-15,1.622E-15,         ,8.976E-15,9.909E-15,1.643E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3598,         ,         ,0.3648,         ,         ,0.141,0.953,0.829,         
 2CXO J003326.1-432613, 00 33 26.10,-43 26 13.22,FALSE,4.856E-06,1.57E-06,7.939E-07,1.488E-06,1.19E-14,7.664E-15,2.105E-15,2.651E-15,4.856E-06,1.57E-06,7.939E-07,1.488E-06,1.19E-14,7.664E-15,2.105E-15,2.651E-15,1.133E-14,9.571E-15,1.801E-15,2.73E-15,1.197E-14,8.4E-15,1.892E-15,2.053E-15,1.084E-14,8.976E-15,1.815E-15,2.557E-15,1.286E-14,1.068E-14,1.836E-15,2.448E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3423,         ,         ,-0.3398,         ,         ,0.845,0.048,0.94,0.882
 2CXO J003328.6-433231, 00 33 28.62,-43 32 31.15,FALSE,2.825E-06,4.602E-07,7.709E-07,6.712E-07,5.368E-15,2.198E-15,2.211E-15,9.336E-16,2.825E-06,4.602E-07,7.709E-07,6.712E-07,5.368E-15,2.198E-15,2.211E-15,9.336E-16,7.297E-15,3.167E-15,1.984E-15,         ,7.769E-15,2.789E-15,2.095E-15,         ,6.998E-15,2.973E-15,2.002E-15,         ,8.306E-15,3.532E-15,2.023E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2286,         ,         ,0.0275,         ,         ,0.611,0.015,0.957,         
 2CXO J003328.7-433138, 00 33 28.72,-43 31 38.60,FALSE,5.188E-06,1.413E-06,1.102E-06,1.46E-06,1.716E-14,1.165E-14,2.755E-15,3.67E-15,5.188E-06,1.413E-06,1.102E-06,1.46E-06,1.716E-14,1.165E-14,2.755E-15,3.67E-15,1.319E-14,9.599E-15,2.745E-15,2.969E-15,1.404E-14,8.436E-15,2.901E-15,2.254E-15,1.264E-14,8.999E-15,2.77E-15,2.788E-15,1.502E-14,1.072E-14,2.798E-15,2.679E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1449,         ,         ,-0.1774,         ,         ,0.709,0.302,0.547,0.944
 2CXO J003331.6-433313, 00 33 31.62,-43 33 13.37,FALSE,8.941E-06,3.001E-06,2.26E-06,7.132E-07,2.296E-14,1.834E-14,4.461E-15,7.001E-16,8.941E-06,3.001E-06,2.26E-06,7.132E-07,2.296E-14,1.834E-14,4.461E-15,7.001E-16,1.888E-14,1.693E-14,4.772E-15,1.196E-15,2.01E-14,1.492E-14,5.027E-15,9.073E-16,1.811E-14,1.59E-14,4.811E-15,1.123E-15,2.149E-14,1.886E-14,4.864E-15,1.077E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1512,         ,         ,0.4984,         ,         ,0.006,0.368,0.04,0.015
 2CXO J003332.0-432007, 00 33 32.05,-43 20 07.88,FALSE,1.245E-06,3.301E-07,1.379E-07,5.964E-07,3.345E-15,2.479E-15,3.022E-16,7.545E-16,1.245E-06,3.301E-07,1.379E-07,5.964E-07,3.345E-15,2.479E-15,3.022E-16,7.545E-16,3.254E-15,2.297E-15,         ,1.229E-15,3.453E-15,2.024E-15,         ,9.289E-16,3.119E-15,2.158E-15,         ,1.153E-15,3.695E-15,2.555E-15,         ,1.105E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.4597,         ,         ,-0.6808,         ,         ,0.499,0.024,         ,0.331
 2CXO J003334.3-432220, 00 33 34.31,-43 22 20.65,FALSE,8.496E-07,1.87E-07,1.325E-07,3.843E-07,1.675E-15,8.634E-16,2.749E-16,6.462E-16,8.496E-07,1.87E-07,1.325E-07,3.843E-07,1.675E-15,8.634E-16,2.749E-16,6.462E-16,1.997E-15,         ,         ,         ,2.121E-15,         ,         ,         ,1.915E-15,         ,         ,         ,2.268E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2648,         ,         ,-0.5809,         ,         ,0.958,         ,         ,         
 2CXO J003336.0-433143, 00 33 36.02,-43 31 43.63,FALSE,1.822E-06,8.319E-07,2.603E-07,2.8E-07,5.071E-15,4.297E-15,6.441E-16,0,1.822E-06,8.319E-07,2.603E-07,2.8E-07,5.071E-15,4.297E-15,6.441E-16,0,4.166E-15,5.063E-15,         ,         ,4.431E-15,4.442E-15,         ,         ,3.993E-15,4.746E-15,         ,         ,4.746E-15,5.651E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.5584,         ,         ,-0.2186,         ,         ,0.443,0.002,         ,         
 2CXO J003336.2-434032, 00 33 36.23,-43 40 32.79,FALSE,1.068E-06,2.455E-07,2.526E-07,3.558E-07,1.778E-15,1.253E-15,5.302E-16,3.124E-16,1.068E-06,2.455E-07,2.526E-07,3.558E-07,1.778E-15,1.253E-15,5.302E-16,3.124E-16,2.611E-15,         ,         ,         ,2.764E-15,         ,         ,         ,2.501E-15,         ,         ,         ,2.967E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1212,         ,         ,-0.2673,         ,         ,0.603,         ,         ,         
 2CXO J003338.9-434412, 00 33 38.99,-43 44 12.79,FALSE,5.669E-06,7.479E-07,1.456E-06,2.545E-06,1.69E-14,4.413E-15,3.614E-15,9.142E-15,5.669E-06,7.479E-07,1.456E-06,2.545E-06,1.69E-14,4.413E-15,3.614E-15,9.142E-15,1.602E-14,         ,3.848E-15,5.417E-15,1.629E-14,         ,4.002E-15,3.916E-15,1.52E-14,         ,3.871E-15,5.026E-15,1.792E-14,         ,3.92E-15,4.761E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2573,         ,         ,-0.3061,         ,         ,0.544,         ,0.566,0.428
 2CXO J003339.0-432554, 00 33 39.08,-43 25 54.65,FALSE,3.562E-06,8.458E-07,5.198E-07,1.501E-06,3.59E-15,1.608E-15,6.226E-16,1.358E-15,3.562E-06,8.458E-07,5.198E-07,1.501E-06,3.59E-15,1.608E-15,6.226E-16,1.358E-15,4.295E-15,2.695E-15,         ,1.438E-15,4.558E-15,2.37E-15,         ,1.088E-15,4.116E-15,2.527E-15,         ,1.349E-15,4.885E-15,3.009E-15,         ,1.296E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2923,         ,         ,-0.5372,         ,         ,0.625,0.159,         ,0.92
 2CXO J003345.4-433930, 00 33 45.41,-43 39 30.92,FALSE,2.613E-06,1.29E-06,2.248E-07,5.725E-07,1.101E-14,9.144E-15,5.689E-16,1.796E-15,2.613E-06,1.29E-06,2.248E-07,5.725E-07,1.101E-14,9.144E-15,5.689E-16,1.796E-15,6.886E-15,9.087E-15,         ,         ,7.272E-15,7.978E-15,         ,         ,6.591E-15,8.529E-15,         ,         ,7.815E-15,1.012E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.7146,         ,         ,-0.5109,         ,         ,0.016,0.541,         ,         
 2CXO J003346.2-431943, 00 33 46.25,-43 19 43.71,FALSE,1.434E-05,3.911E-06,3.004E-06,3.54E-06,4.316E-14,3.105E-14,7.581E-15,5.094E-15,1.434E-05,3.911E-06,3.004E-06,3.54E-06,4.316E-14,3.105E-14,7.581E-15,5.094E-15,3.662E-14,2.63E-14,7.574E-15,7.216E-15,3.893E-14,2.323E-14,8.026E-15,5.475E-15,3.512E-14,2.47E-14,7.646E-15,6.777E-15,4.163E-14,2.934E-14,7.718E-15,6.519E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1374,         ,         ,-0.0924,         ,         ,0.052,0.287,0.146,0.075
 2CXO J003352.6-433536, 00 33 52.61,-43 35 36.87,FALSE,2.631E-06,4.393E-07,5.526E-07,1.08E-06,5.514E-15,2.371E-15,1.376E-15,1.839E-15,2.631E-06,4.393E-07,5.526E-07,1.08E-06,5.514E-15,2.371E-15,1.376E-15,1.839E-15,6.632E-15,2.972E-15,1.388E-15,2.118E-15,7.005E-15,2.608E-15,1.448E-15,1.586E-15,6.348E-15,2.79E-15,1.397E-15,1.982E-15,7.526E-15,3.307E-15,1.416E-15,1.892E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.065,         ,         ,-0.366,         ,         ,0.612,0.184,0.081,0.655
 2CXO J003353.5-432127, 00 33 53.55,-43 21 27.87,FALSE,1.412E-06,4.229E-07,2.403E-07,4.416E-07,2.729E-15,1.651E-15,5.33E-16,7.205E-16,1.412E-06,4.229E-07,2.403E-07,4.416E-07,2.729E-15,1.651E-15,5.33E-16,7.205E-16,2.915E-15,2.244E-15,         ,         ,3.111E-15,1.98E-15,         ,         ,2.798E-15,2.108E-15,         ,         ,3.319E-15,2.498E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3061,         ,         ,-0.3735,         ,         ,0.586,0.288,         ,         
 2CXO J003359.2-432640, 00 33 59.23,-43 26 40.43,FALSE,2.551E-06,5.092E-07,5.343E-07,1.025E-06,7.003E-15,3.771E-15,1.366E-15,2.222E-15,2.551E-06,5.092E-07,5.343E-07,1.025E-06,7.003E-15,3.771E-15,1.366E-15,2.222E-15,6.111E-15,         ,1.269E-15,1.922E-15,6.445E-15,         ,1.329E-15,1.441E-15,5.847E-15,         ,1.278E-15,1.799E-15,6.932E-15,         ,1.293E-15,1.72E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0325,         ,         ,-0.3535,         ,         ,0.281,         ,0.729,0.423
 2CXO J003403.1-432119, 00 34 03.19,-43 21 19.91,FALSE,9.507E-07,1.695E-07,2.062E-07,3.803E-07,1.491E-15,7.981E-16,4.281E-16,3.534E-16,9.507E-07,1.695E-07,2.062E-07,3.803E-07,1.491E-15,7.981E-16,4.281E-16,3.534E-16,2.194E-15,         ,         ,         ,2.338E-15,         ,         ,         ,2.105E-15,         ,         ,         ,2.497E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0137,         ,         ,-0.3785,         ,         ,0.352,         ,         ,         
 2CXO J003413.6-432600, 00 34 13.69,-43 26 00.62,FALSE,3.84E-06,1.119E-06,7.543E-07,1.153E-06,1.094E-14,6.999E-15,2.449E-15,2.119E-15,3.84E-06,1.119E-06,7.543E-07,1.153E-06,1.094E-14,6.999E-15,2.449E-15,2.119E-15,9.997E-15,7.652E-15,1.913E-15,2.287E-15,1.047E-14,6.702E-15,1.993E-15,1.696E-15,9.547E-15,7.177E-15,1.925E-15,2.135E-15,1.131E-14,8.523E-15,1.95E-15,2.034E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2111,         ,         ,-0.2374,         ,         ,0.394,0.59,0.022,0.165
 2CXO J003416.0-433337, 00 34 16.01,-43 33 38.00,FALSE,3.718E-06,6.527E-07,7.919E-07,1.495E-06,6.588E-15,2.472E-15,1.799E-15,2.296E-15,3.718E-06,6.527E-07,7.919E-07,1.495E-06,6.588E-15,2.472E-15,1.799E-15,2.296E-15,8.53E-15,3.99E-15,1.804E-15,2.683E-15,9.009E-15,3.506E-15,1.89E-15,2.015E-15,8.166E-15,3.745E-15,1.817E-15,2.512E-15,9.678E-15,4.444E-15,1.839E-15,2.403E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0487,         ,         ,-0.3573,         ,         ,0.329,0.539,0.381,0.348
 2CXO J003453.3-431802, 00 34 53.37,-43 18 02.27,FALSE,2.851E-06,4.271E-07,7.803E-07,9.864E-07,6.216E-15,3.234E-15,1.791E-15,1.488E-15,2.851E-06,4.271E-07,7.803E-07,9.864E-07,6.216E-15,3.234E-15,1.791E-15,1.488E-15,6.368E-15,         ,1.739E-15,1.73E-15,6.773E-15,         ,1.828E-15,1.309E-15,6.105E-15,         ,1.753E-15,1.623E-15,7.25E-15,         ,1.773E-15,1.556E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2611,         ,         ,-0.1624,         ,         ,0.635,         ,0.69,0.396
 2CXO J003455.5-432727, 00 34 55.56,-43 27 27.68,FALSE,8.466E-06,2.205E-06,1.711E-06,2.449E-06,2.424E-14,1.78E-14,3.818E-15,3.344E-15,8.466E-06,2.205E-06,1.711E-06,2.449E-06,2.424E-14,1.78E-14,3.818E-15,3.344E-15,2.086E-14,1.458E-14,4.198E-15,4.724E-15,2.207E-14,1.277E-14,4.394E-15,3.55E-15,1.997E-14,1.367E-14,4.228E-15,4.424E-15,2.372E-14,1.626E-14,4.281E-15,4.23E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1362,         ,         ,-0.1999,         ,         ,0.333,0.046,0.049,0.142
 2CXO J003503.9-434209, 00 35 03.96,-43 42 09.56,FALSE,1.008E-05,2.075E-06,1.764E-06,4.416E-06,2.679E-14,1.299E-14,4.559E-15,1.009E-14,1.008E-05,2.075E-06,1.764E-06,4.416E-06,2.679E-14,1.299E-14,4.559E-15,1.009E-14,2.376E-14,1.305E-14,4.112E-15,8.075E-15,2.494E-14,1.142E-14,4.292E-15,6.011E-15,2.271E-14,1.223E-14,4.139E-15,7.545E-15,2.691E-14,1.454E-14,4.193E-15,7.195E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0899,         ,         ,-0.4447,         ,         ,0.275,0.553,0.878,0.283
 2CXO J003504.4-431610, 00 35 04.42,-43 16 10.38,FALSE,8.969E-06,2.087E-06,9.501E-07,4.777E-06,2.418E-14,1.371E-14,2.288E-15,8.964E-15,8.969E-06,2.087E-06,9.501E-07,4.777E-06,2.418E-14,1.371E-14,2.288E-15,8.964E-15,2.348E-14,1.433E-14,2.438E-15,9.848E-15,2.474E-14,1.259E-14,2.573E-15,7.406E-15,2.246E-14,1.343E-14,2.459E-15,9.227E-15,2.663E-14,1.601E-14,2.484E-15,8.849E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3835,         ,         ,-0.6733,         ,         ,0.993,0.953,0.854,0.821
 2CXO J003541.1-431245, 00 35 41.16,-43 12 45.43,FALSE,2.392E-06,1.344E-06,3.761E-07,2.494E-07,1.003E-14,8.803E-15,1.028E-15,3.703E-16,2.392E-06,1.344E-06,3.761E-07,2.494E-07,1.003E-14,8.803E-15,1.028E-15,3.703E-16,5.572E-15,8.767E-15,9.15E-16,4.446E-16,6.806E-15,7.572E-15,9.502E-16,3.916E-16,5.513E-15,8.145E-15,9.208E-16,4.322E-16,6.788E-15,9.843E-15,9.29E-16,4.258E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.5696,         ,         ,0.1874,         ,         ,0.006,0.133,0.349,0.253
 2CXO J003541.2-431022, 00 35 41.24,-43 10 22.41,FALSE,1.132E-06,3.64E-07,2.057E-07,3.635E-07,2.502E-15,1.414E-15,4.993E-16,6.901E-16,1.132E-06,3.64E-07,2.057E-07,3.635E-07,2.502E-15,1.414E-15,4.993E-16,6.901E-16,2.66E-15,2.338E-15,4.931E-16,6.468E-16,3.197E-15,2.02E-15,5.115E-16,5.635E-16,2.623E-15,2.173E-15,4.962E-16,6.271E-16,3.218E-15,2.625E-15,5.007E-16,6.164E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3011,         ,         ,-0.2898,         ,         ,0.055,0.047,0.106,0.368
 2CXO J003611.0-430853, 00 36 11.04,-43 08 53.41,FALSE,1.106E-06,3.242E-07,2.135E-07,2.933E-07,3.059E-15,1.779E-15,5.602E-16,7.861E-16,1.106E-06,3.242E-07,2.135E-07,2.933E-07,3.059E-15,1.779E-15,5.602E-16,7.861E-16,2.711E-15,         ,         ,         ,2.921E-15,         ,         ,         ,2.606E-15,         ,         ,         ,3.106E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2686,         ,         ,-0.2336,         ,         ,0.261,         ,         ,         
 2CXO J003631.0-431345, 00 36 31.05,-43 13 45.08,FALSE,2.817E-06,9.656E-07,5.266E-07,1.122E-06,1.079E-14,8.413E-15,1.191E-15,1.259E-15,2.817E-06,9.656E-07,5.266E-07,1.122E-06,1.079E-14,8.413E-15,1.191E-15,1.259E-15,8.029E-15,6.207E-15,1.24E-15,         ,7.69E-15,5.43E-15,1.287E-15,         ,7.533E-15,5.814E-15,1.248E-15,         ,8.737E-15,6.934E-15,1.26E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3235,         ,         ,-0.4185,         ,         ,0.189,0.6,0.379,         
 2CXO J004311.6-093816, 00 43 11.61,-09 38 16.47,FALSE,2.223E-05,6.847E-06,3.461E-06,7.762E-06,3.65E-14,2.444E-14,4.727E-15,9.362E-15,2.223E-05,6.847E-06,3.461E-06,7.762E-06,3.65E-14,2.444E-14,4.727E-15,9.362E-15,3.235E-14,2.651E-14,5.008E-15,8.923E-15,3.472E-14,2.329E-14,5.301E-15,6.834E-15,3.107E-14,2.485E-14,5.054E-15,8.398E-15,3.702E-14,2.963E-14,5.106E-15,8.083E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3485,         ,         ,-0.4122,         ,         ,0.89,0.878,0.561,0.726
 2CXO J004314.0-092145, 00 43 14.09,-09 21 45.02,FALSE,3.864E-06,1.534E-06,0,1.346E-06,1.792E-14,1.617E-14,0,1.576E-15,3.864E-06,1.534E-06,0,1.346E-06,1.792E-14,1.617E-14,0,1.576E-15,9.856E-15,1.055E-14,         ,         ,1.054E-14,9.264E-15,         ,         ,9.459E-15,9.887E-15,         ,         ,1.126E-14,1.178E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.9994,         ,         ,-0.9994,         ,         ,0.706,0.158,         ,         
 2CXO J004651.8-204328, 00 46 51.81,-20 43 28.24,FALSE,0.0001245,2.888E-05,2.522E-05,4.257E-05,3.455E-13,2.022E-13,6.131E-14,8.186E-14,0.0001245,2.888E-05,2.522E-05,4.257E-05,3.455E-13,2.022E-13,6.131E-14,8.186E-14,3.01E-13,1.908E-13,6.199E-14,7.998E-14,3.604E-13,1.643E-13,6.437E-14,6.854E-14,2.962E-13,1.769E-13,6.238E-14,7.726E-14,3.63E-13,2.147E-13,6.294E-14,7.574E-14,3.065E-13,1.657,1.172E-05,5.9E-05,0.372,1.812E-13,0.5151,3.214E-06,0.0002898,3.171,2.939E-13,5.999,2.84E-07,7.66E-05,0.438,0.0737,         ,         ,-0.2623,         ,         ,0.243,0.849,0.003,0.464
 2CXO J005355.1-000309, 00 53 55.16,-00 03 09.41,FALSE,1.081E-05,3.537E-06,3.305E-06,1.308E-06,2.868E-14,1.923E-14,8.9E-15,2.055E-15,1.081E-05,3.537E-06,3.305E-06,1.308E-06,2.868E-14,1.923E-14,8.9E-15,2.055E-15,2.341E-14,2.289E-14,7.978E-15,2.219E-15,2.989E-14,1.978E-14,8.305E-15,2.03E-15,2.341E-14,2.127E-14,8.031E-15,2.178E-15,2.906E-14,2.569E-14,8.104E-15,2.159E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0475,         ,         ,0.4222,         ,         ,0.107,0.55,0.22,0.827
 2CXO J005413.1-001138, 00 54 13.15,-00 11 38.63,FALSE,4.079E-05,1.116E-05,7.646E-06,1.202E-05,1.935E-13,1.411E-13,1.844E-14,3.424E-14,4.079E-05,1.116E-05,7.646E-06,1.202E-05,1.935E-13,1.411E-13,1.844E-14,3.424E-14,1.055E-13,8.055E-14,2.039E-14,2.504E-14,1.15E-13,7.006E-14,2.143E-14,1.951E-14,1.016E-13,7.514E-14,2.055E-14,2.366E-14,1.22E-13,9.039E-14,2.078E-14,2.283E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1949,         ,         ,-0.2411,         ,         ,0.532,0.359,0.074,0.677
 2CXO J005633.0+002942, 00 56 33.07,+00 29 42.05,FALSE,2.432E-06,6.227E-07,6.859E-07,0,6.006E-15,3.387E-15,1.994E-15,0,2.432E-06,6.227E-07,6.859E-07,0,6.006E-15,3.387E-15,1.994E-15,0,6.017E-15,         ,         ,         ,6.516E-15,         ,         ,         ,5.793E-15,         ,         ,         ,6.9E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0375,         ,         ,-0.0662,         ,         ,0.907,         ,         ,         
 2CXO J005734.9-012327, 00 57 34.91,-01 23 27.50,FALSE,1.717E-05,6.243E-06,4.844E-06,2.076E-06,5.189E-14,3.623E-14,1.2E-14,3.959E-15,1.717E-05,6.243E-06,4.844E-06,2.076E-06,5.189E-14,3.623E-14,1.2E-14,3.959E-15,4.21E-14,4.033E-14,1.175E-14,         ,4.954E-14,3.484E-14,1.218E-14,         ,4.129E-14,3.747E-14,1.182E-14,         ,5.051E-14,4.527E-14,1.193E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1324,         ,         ,0.3885,         ,         ,0.82,0.906,0.78,         
