#index,ra,dec,
2180,18:52:27.4,+00:32:02,
2181,18:52:46.6,+00:33:20.9,
2182,18:52:38.5,+00:40:19.8,
2183,18:52:17.1,-01:18:14.8,
2184,18:52:03.6,-01:27:23.4,
2185,18:52:32.6,+03:05:05,
2186,18:52:57.4,-06:36:00.4,
2187,18:52:59.4,-26:10:12.7,
2188,18:53:23.0,-00:04:33.4,
2189,18:53:29.9,+00:11:30.6,
2190,18:53:32.6,+00:56:59,
2191,18:53,+03:00,
2192,18:53,+04:00,
2193,18:53:04.3,+05:05:26.1,
2194,18:53:58.4,+05:45:55.2,
2195,18:53:25.4,-06:49:25.9,
2196,18:53:22.0,+08:53:17,
2197,18:53:57.3,+13:03:44.0,
2198,18:54,+00:00,
2199,18:54:02.9,+03:06:14,
2200,18:54:29.0,+03:17:31,
2201,18:54:00.1,+03:19:12.8,
2202,18:54:55.3,-05:24:23.1,
2203,18:54:29.3,+10:46:42,
2204,18:54:44.2,-14:21:26.4,
2205,18:54:53.6,-15:57:47,
2206,18:55:42.0,+02:05:36.4,
2207,18:55:38.2,+03:06:22,
2208,18:55:26.6,+03:07:20.2,
2209,18:55:41.3,+04:22:47,
2210,18:55:15.0,+05:27:40.7,
2211,18:55:17.7,+07:00:37.1,
2212,18:55:15.6,-09:41:02,
2213,18:55:54.2,-14:36:08.9,
2214,18:56:28.5,+01:02:10.6,
2215,18:56:10.6,+01:13:21.3,
2216,18:56:50.9,+02:45:47,
2217,18:56:26.6,+04:04:26,
2218,18:56:21.9,-05:26:56.8,
2219,18:56,+09:00,
2220,18:56:35.4,-37:54:35.8,
2221,18:57:00.8,+00:57:16.8,
2222,18:57:33.0,+01:43:47.0,
2223,18:57:40.9,+02:10:58,
2224,18:57:43.6,+02:12:41.1,
2225,18:57:16.9,+03:00:26.0,
2226,18:57:15.8,+05:26:28.7,
2227,18:57:09.3,+08:09:04.3,
2228,18:57:36.3,+09:43:17.1,
2229,18:57:26.4,-10:27:01,
2230,18:58,+02:00,
2231,18:58:17.4,+02:15:38,
2232,18:58:53.8,+02:41:38,
2233,18:58:40.8,+03:19:21.5,
2234,18:58:22.3,+03:46:37.8,
2235,18:58:44.3,-07:37,
2236,18:58:17.8,-22:16:56.4,
2237,18:59:46,+00:35,
2238,18:59:45.7,+06:01:46.1,
2239,18:59:42.1,+06:03:54.5,
2240,18:59,+07:00,
2241,18:59:44.3,+15:26:11.0,
2242,18:59:36.0,+76:54:55.6,
2243,19:00:46.6,-00:51:08.4,
2244,19:00:26.1,-01:34:38.2,
2245,19:00:38.6,+02:27:32.0,
2246,19:00:50.5,+03:08:24.0,
2247,19:00:13.3,+04:38:46.8,
2248,19:00:28.0,+06:34:20.9,
2249,19:00:31.1,-09:33:48.1,
2250,19:00:47.5,-26:00:43.8,
2251,19:00:18,+30:53,
2252,19:00:24.4,-79:51:48.2,
2253,19:01:32,+00:26,
2254,19:01:52.5,+01:24:49.3,
2255,19:01:34.2,+01:56:38.2,
2256,19:01:26.9,+02:34:51.4,
2257,19:01:15.6,+02:54:41,
2258,19:01:59.6,+03:00:23.3,
2259,19:01:15.6,-03:12:29.5,
2260,19:01:16.3,-03:15:14.3,
2261,19:01:03.0,+03:20:18,
2262,19:01:31.7,+03:31:05.9,
2263,19:01:30.8,+03:55:58.9,
2264,19:01:10.3,+04:13:51,
2265,19:01:32.2,+04:35:23,
2266,19:01:17.4,+04:59:06.8,
2267,19:01:57.8,+05:10:34,
2268,19:01:42.9,+05:11:00.2,
2269,19:01:05.9,+06:21:19,
2270,19:01:38.9,+07:16:34.8,
2271,19:01:53.0,-09:06:11.1,
2272,19:01,+11:00,
2273,19:01:48.7,+13:06:48.3,
2274,19:01:18.0,-17:40:00,
2275,19:02,+02:00,
2276,19:02:50.2,+02:48:56,
2277,19:02:50.7,-03:40:18,
2278,19:02:42.6,+05:56:25.9,
2279,19:02:50.2,+06:16:33.4,
2280,19:02:13.5,+07:23:51,
2281,19:02:42.3,-10:36:13.0,
2282,19:02:02.8,-51:05:56.9,
2283,19:03:29.9,+01:35:38.5,
2284,19:03:30.3,-02:58:15.6,
2285,19:03:05.7,+03:27:19.2,
2286,19:03,+04:15,
2287,19:03:20.8,+06:01:34.0,
2288,19:03:37.9,-06:32:21.5,
2289,19:03:55.2,+06:54:39.4,
2290,19:03:11.2,-08:48:57.4,
2291,19:03:55.1,+09:25:55,
2292,19:03:52.9,+22:25:12.3,
2293,19:03:38.7,-70:51:43.4,
2294,19:04:12.7,+00:04:05.2,
2295,19:04:55.5,-01:50:32.5,
2296,19:04:31.3,+04:12:05.9,
2297,19:04:59.3,+04:51:54.9,
2298,19:04:07.5,+07:38:51.6,
2299,19:04:03.5,+08:00:52.6,
2300,19:04:02.4,+10:11:34.6,
2301,19:04:33.2,-12:24:01.3,
2302,19:04:51.3,-16:29:19,
2303,19:05:27.7,-00:56:40.8,
2304,19:05:15.4,+01:54:33,
2305,19:05:28.2,+04:00:10.8,
2306,19:05,+04:14,
2307,19:05:04.3,+06:00:59.9,
2308,19:05:06.8,+06:16:16.7,
2309,19:05:53.6,+07:09:19.4,
2310,19:05:19.5,+09:02:32.4,
2311,19:06:48.6,+00:55:07.8,
2312,19:06:57.7,+04:14:29.4,
2313,19:06:47.1,+04:54:09.0,
2314,19:06:56.4,+05:09:35.6,
2315,19:06:35.2,+06:41:02.9,
2316,19:06:11.9,+06:49:48.1,
2317,19:06:31.2,+07:22:55.8,
2318,19:06,+07:25,
2319,19:06:48.8,+07:46:25.9,
2320,19:06:28.4,+09:12:56.6,
2321,19:06:44.7,+18:54:08.5,
2322,19:07:42.0,+02:49:41,
2323,19:07:17.9,+02:55:02.7,
2324,19:07:14.5,+03:45:10.6,
2325,19:07,+05:00,
2326,19:07:23.3,+05:34:53,
2327,19:07:54.7,+06:02:16.9,
2328,19:07:03.8,+06:31:18.9,
2329,19:07:54.7,+07:31:21.9,
2330,19:07:44.1,+07:40:22.6,
2331,19:07:01.9,+08:59:43.8,
2332,19:07:22.4,+09:18:30.7,
2333,19:07:14.3,+09:19:20.1,
2334,19:07:37.7,+11:49:37.1,
2335,19:07:10.7,+12:47:35.9,
2336,19:07:06.7,-15:32:14.9,
2337,19:07:34.6,+40:02:05.7,
2338,19:07,+57:00,
2339,19:08:16.1,+04:57:41,
2340,19:08:05.1,+05:00:54.4,
2341,19:08:17.0,+07:34:14.3,
2342,19:08:20.9,+08:33:31.5,
2343,19:08:18.5,+08:39:59.2,
2344,19:08:07.4,+09:09:12.4,
2345,19:08:58.7,+09:16:14,
2346,19:08:31.9,+23:51:41.9,
2347,19:09:35.2,+00:07:57.7,
2348,19:09:38.3,+02:54:50.6,
2349,19:09:51.2,+06:16:51.8,
2350,19:09:29.0,+06:41:25.8,
2351,19:09:08.2,+07:49:32,
2352,19:09:19.9,+09:12:53.7,
2353,19:09:48.6,+11:02:03.0,
2354,19:09:31.3,+11:48:59.8,
2355,19:09:26.9,+14:50:58,
2356,19:09:18.6,+18:59:10.7,
2357,19:09:32,+21:03,
2358,19:09:47.4,-37:44:14.4,
2359,19:10:15.7,-01:12:06,
2360,19:10:10.3,+02:25:23.6,
2361,19:10:29.6,-03:09:54.1,
2362,19:10:09.0,+03:58:28.0,
2363,19:10:37.9,+05:17:56.1,
2364,19:10:26.5,+05:34:09,
2365,19:10:18.5,+07:14:11.8,
2366,19:10:22.0,+07:28:37.0,
2367,19:10,+10:27,
2368,19:10:13.5,+12:31:40.2,
2369,19:10:09.7,+12:56:25.4,
2370,19:10:42,+56:55,
2371,19:11:42.7,-59:58:26.9,
2372,19:10:52.0,-59:59:00.8,
2373,19:11:05.5,-60:00:59.7,
2374,19:10:52.4,-59:59:05.4,
2375,19:10:52.1,-59:59:02.0,
2376,19:11:48,+00:37,
2377,19:11:11.0,+01:02:09.7,
2378,19:11:12.5,+01:01:50.4,
2379,19:11,+09:00,
2380,19:11,+10:00,
2381,19:11:49.2,-11:14:22.4,
2382,19:11:55.2,+13:47:34.3,
2383,19:11:55.3,+17:58:45.7,
2384,19:12:46.3,+10:36:41.6,
2385,19:12:43.3,+21:04:33.9,
2386,19:12:18.6,+25:25:02.1,
2387,19:13:54.1,-04:40:47.6,
2388,19:13:50.8,+04:46:06,
2389,19:13:17.8,+06:18:08.2,
2390,19:13:32.9,+06:57:24.3,
2391,19:13:00.5,+08:32:05.1,
2392,19:13:21.0,+09:04:45.4,
2393,19:13:52.7,+09:36:41.8,
2394,19:13:03.5,+10:00:02.4,
2395,19:13:20.3,+10:11:22.9,
2396,19:13:35.3,+10:50:26.6,
2397,19:13:29.0,+11:02:05.7,
2398,19:13,+11:03,
2399,19:13:43.8,+11:45:33.1,
2400,19:13:17.9,+13:30:32.7,
2401,19:13:24.3,+14:00:52.5,
2402,19:13:27.8,+37:32:12.3,
2403,19:14:23.7,+02:19:47.8,
2404,19:14:17.2,+06:31:56.3,
2405,19:14:17.6,+07:01:11.0,
2406,19:14:18,+08:45,
2407,19:14:10.1,+11:22:03.7,
2408,19:15:02.1,+02:27:47.7,
2409,19:15:24.8,+07:38:31.4,
2410,19:15:01.9,+07:52:09.2,
2411,19:15:13.8,+08:38:59.7,
2412,19:15:29.9,+10:09:43.3,
2413,19:15,-11:30,
2414,19:15,+11:44,
2415,19:15,+11:49,
2416,19:15:35.4,+14:10:51.5,
2417,19:15:27.9,+16:06:27.3,
2418,19:15:19.1,+16:47:08.5,
2419,19:16:51.5,+07:48:00,
2420,19:16:19.0,+08:44:07.0,
2421,19:16:24.6,+08:52:36,
2422,19:16:32.3,+09:51:25.9,
2423,19:16:36.9,+10:23:03,
2424,19:16:11.7,+10:30:53.4,
2425,19:16:20.0,+12:25:53.9,
2426,19:16:58.6,+13:12:50.0,
2427,19:16:32.7,-29:39:27.8,
2428,19:16:03.4,+32:24:39.7,
2429,19:17:48.8,+08:34:54.6,
2430,19:17:39.7,+13:53:57.0,
2431,19:17:23.9,+17:37:31.6,
2432,19:17:44.2,+22:22:48.8,
2433,19:18:48.0,-06:42:34.9,
2434,19:18:48.2,-10:52:46.3,
2435,19:18,+13:10,
2436,19:18:23.6,+14:45:06.0,
2437,19:18:07.7,+15:41:15.2,
2438,19:19:50.6,+00:21:39.7,
2439,19:19:43.6,+01:34:56.5,
2440,19:19:32.9,+13:14:37.3,
2441,19:19:09.2,+16:45:22.7,
2442,19:19:43.3,+17:45:03.7,
2443,19:19:41.0,+26:21:29.4,
2444,19:20:55.9,-09:50:01.0,
2445,19:20:55.3,+10:40:31,
2446,19:20:13.3,+11:10:59,
2447,19:20:38.3,+26:50:38.4,
2448,19:21:30.3,+01:37:25.5,
2449,19:21:04,-05:23:08,
2450,19:21,-05:00,
2451,19:21:47.7,+08:12:51.8,
2452,19:21:24.1,+14:19:17.1,
2453,19:21:46.4,+15:44:17.4,
2454,19:21,+16:00,
2455,19:21:23.3,+19:29:22.2,
2456,19:21:03.7,+19:48:44.7,
2457,19:21:51.5,+20:03:20.8,
2458,19:21:44.8,+21:53:02.2,
2459,19:22:50.2,+11:31:58.5,
2460,19:22:53.2,+17:33:23.4,
2461,19:22:08.0,+20:17:57.3,
2462,19:22:53.5,+21:10:41.9,
2463,19:22,+58:28,
2464,19:23:07.8,+17:06:09.4,
2465,19:23:22.4,+25:15:40.5,
2466,19:23:15.2,+42:43:18.6,
2467,19:24,+16:28,
2468,19:24:54.8,+16:31:48.8,
2469,19:24:03.1,+16:39:40.7,
2470,19:24,+17:00,
2471,19:24:40,+20:40:03,
2472,19:25:06,-16:01:00,
2473,19:25:27.0,+17:20:27.3,
2474,19:25:26,+19:04,
2475,19:26:24.4,+04:31:31.5,
2476,19:26:37.0,-06:52:42.7,
2477,19:26:33.7,+07:37:07.2,
2478,19:26:53.8,-13:14:03.8,
2479,19:26:57.2,+14:34:55.3,
2480,19:26,+16:13,
2481,19:26:45.3,+16:48:32.7,
2482,19:26:22.8,+19:28:11.7,
2483,19:26:18.0,+20:16:01.1,
2484,19:27:25.6,+09:11:05.7,
2485,19:27:10.4,+18:52:08.5,
2486,19:27:24.9,+18:56:36.8,
2487,19:27:08.0,+22:34:57.3,
2488,19:28:45.3,+12:45:53.3,
2489,19:28:06.7,+14:43:11.3,
2490,19:28:20,+15:13,
2491,19:28:42.5,+17:46:29.6,
2492,19:28:05.1,+19:23:31.3,
2493,19:29:28,+00:26,
2494,19:29:10.6,+13:57:35.9,
2495,19:29:18,+16:21,
2496,19:29:16.7,+18:44:59.5,
2497,19:29:32,+19:05,
2498,19:29:17.5,+19:55:07.9,
2499,19:29:04.2,+21:21:22.6,
2500,19:29:07.0,+38:17:57.5,
2501,19:29,+62:16,
2502,19:30:00.9,+13:16:11.1,
2503,19:30,+14:00,
2504,19:30:44,+17:25,
2505,19:30:29.7,-18:51:46.2,
2506,19:30:30.1,+18:52:14.1,
2507,19:30:45.3,+24:41:01.5,
2508,19:31:32.0,-01:44:22.5,
2509,19:31:40.4,+14:39:38.7,
2510,19:31:55.7,+15:36:57.5,
2511,19:31:55.8,+19:52:11.5,
2512,19:31:28,+30:35,
2513,19:32:15,-01:08,
2514,19:32:14.0,+10:59:33.3,
2515,19:32:46.3,+15:00:22.2,
2516,19:32:07.2,+17:56:17.3,
2517,19:32:19.7,+19:16:39,
2518,19:32:08.0,+20:20:46.4,
2519,19:32:22.7,+22:20:51.5,
2520,19:32:06.1,-36:55:01.7,
2521,19:33:19.4,+07:58:07.0,
2522,19:33:22.5,+13:04:49.9,
2523,19:33:22.9,+17:26:49.6,
2524,19:33:37.8,+24:36:39.6,
2525,19:33:01.1,+53:35:43,
2526,19:33:32.4,-62:11:46.8,
2527,19:34,+19:00,
2528,19:34:46.1,+23:52:55.9,
2529,19:34:23.8,+52:19:57.6,
2530,19:35:16.0,+11:59:09.2,
2531,19:35:47.8,+16:16:39.9,
2532,19:35:03.9,+17:26:28.4,
2533,19:35:29.9,+17:45:12.2,
2534,19:35:41.9,+20:25:40.1,
2535,19:34:55.6,+21:53:48.2,
2536,19:36:01.5,+15:36:36.0,
2537,19:36,+20:00,
2538,19:36:29,+21:12,
2539,19:37:09,-00:17,
2540,19:37:16.3,+15:05:19,
2541,19:37:24.9,+16:58:42.5,
2542,19:37:01.2,+25:44:13.4,
2543,19:37:47.6,+29:50:01.8,
2544,19:37:53.4,+06:50:06.0,
2545,19:38:19,+14:42,
2546,19:38:08.3,+20:10:51.7,
2547,19:38:40.0,+20:12:50.8,
2548,19:38:14.1,+22:13:12.6,
2549,19:38:56.9,+66:04:31.7,
2550,19:39:11,+10:45,
2551,19:39:38.5,+21:34:59.1,
2552,19:39:05.5,+24:42:55.6,
2553,19:40:33,+02:36:41,
2554,19:40:27.6,+22:45:46.6,
2555,19:40:35.4,+23:37:46.5,
2556,19:40,-24:00,
2557,19:40:30,-24:03,
2558,19:41:16.0,+01:21:39.5,
2559,19:41:32.3,+10:26:25.6,
2560,19:41:04.8,+13:41:30.4,
2561,19:41:20.8,+25:25:05.3,
2562,19:41:00.4,-26:02:05.7,
2563,19:41:58.9,+43:20:06.3,
2564,19:42:27,+01:50:11,
2565,19:42:01.0,+17:43:28.3,
2566,19:42:54.6,+81:06:17.3,
2567,19:43:29.1,+06:09:57.6,
2568,19:43:25.4,-12:37:42.4,
2569,19:43:16.4,+22:10:23.1,
2570,19:44:09.3,+09:07:23.0,
2571,19:44,-10:17,
2572,19:44:05.2,-17:50:11,
2573,19:44:31.8,+17:55:42.4,
2574,19:44:01.0,+22:36:22.6,
2575,19:45:28.3,-00:40:58.1,
2576,19:45:55,+07:17,
2577,19:45:11.5,+12:11:46.2,
2578,19:45:36.1,+18:34:20.1,
2579,19:46:57.8,-13:12:36.4,
2580,19:46:52,+14:42,
2581,19:46:53.0,+18:05:41.2,
2582,19:46:14.1,+20:52:24.6,
2583,19:46:24.8,+22:44:59.4,
2584,19:46:00,+23:58,
2585,19:46:49.1,+25:35:51.5,
2586,19:46:45.8,+26:11:49.2,
2587,19:46:51.7,-29:13:47.1,
2588,19:46:25.1,+34:17:14.6,
2589,19:46:24,-54:02,
2590,19:47:46.2,+09:15:08.0,
2591,19:47:36,+10:44,
2592,19:47:31,-18:58:12,
2593,19:47:19.4,+19:57:08.3,
2594,19:47:06,-42:15,
2595,19:47,-43:00,
2596,19:48:19.3,+23:33:03.2,
2597,19:48:17.5,+25:51:51.9,
2598,19:48:25.0,+35:40:11.0,
2599,19:49:07.3,+23:06:55.5,
2600,19:49:25.4,-25:24:01,
2601,19:49:29.6,+31:06:03.8,
2602,19:49:13.6,+34:26:33.8,
2603,19:50:58,+05:35,
2604,19:50:45.0,+24:14:56.9,
2605,19:51:08.2,+11:23:25.2,
2606,19:52:06.1,+14:07:29.4,
2607,19:52:36.8,+26:30:28.0,
2608,19:52,+30:00,
2609,19:52:58.2,+32:52:40.5,
2610,19:53:47.4,+11:49:42.6,
2611,19:53:46,+18:46:42,
2612,19:53:07.8,+27:32:48.2,
2613,19:53:48,+30:13,
2614,19:54:36.8,+10:21:10.5,
2615,19:54:00.3,+24:07:14.0,
2616,19:54:19.1,+28:36:06,
2617,19:54:22.5,+29:23:17.2,
2618,19:54:01.0,+38:52:15.8,
2619,19:54:38.4,+43:57:37.3,
2620,19:55:59.3,+25:27:03.4,
2621,19:55:27.8,+29:08:43.4,
2622,19:55:18.7,+50:59:55.2,
2623,19:55:38.7,+67:08:15.1,
2624,19:56:35,+07:16,
2625,19:56:52.2,+08:38:16.8,
2626,19:56,-27:53,
2627,19:57:42.6,-00:02:06.8,
2628,19:57:34.6,+25:16:02.0,
2629,19:57:19.3,+28:31:43.8,
2630,19:57:38.9,+50:33:18,
2631,19:58:40.0,+28:45:54,
2632,19:58,+30:00,
2633,19:58:00,+56:49,
2634,19:59:36.7,+20:48:15.1,
2635,19:59:38.0,+36:20:29.1,
2636,20:00,+29:00,
2637,20:01:10.5,+42:58:06.2,
2638,20:02:47.7,+16:37:16.7,
2639,20:02:58,+30:35,
2640,20:02:04.4,+32:17:18.3,
2641,20:02:44.0,+40:50:53.9,
2642,20:04:59.0,+26:53:40.4,
2643,20:04:52.2,+31:37:10.0,
2644,20:04:46.9,+34:29:17.7,
2645,20:05:43.7,-00:20:21.9,
2646,20:05:17.4,+35:47:25.4,
2647,20:05:47.5,+35:52:24.3,
2648,20:06:16.3,-08:07:02.1,
2649,20:06:36,+22:04,
2650,20:06:11.0,+31:02:03,
2651,20:07:13.5,+08:09:33,
2652,20:07:58.1,+09:10:12.9,
2653,20:07,+20:21,
2654,20:07:15.8,+27:22:47.9,
2655,20:07:09.0,+31:20:51.5,
2656,20:08:35.4,+25:13:30.3,
2657,20:09:49.1,+33:26:10.2,
2658,20:10:45.9,-13:23:56.0,
2659,20:10:05.0,+28:45:29.1,
2660,20:10:03.9,+30:51:18.8,
2661,20:10:26.5,+32:30:07.3,
2662,20:11:04.9,+33:31:24.6,
2663,20:12:46.6,-20:29:31,
2664,20:13:17.7,-06:49:05.3,
2665,20:13:34.2,+30:58:50.6,
2666,20:13:10.3,+38:45:43.3,
2667,20:15:12.7,+25:24:31.3,
2668,20:16:57.4,+19:47:51.5,
2669,20:17:22.7,+06:03:05.5,
2670,20:17:46.1,-16:14:15.5,
2671,20:17:28.9,+20:43:31.9,
2672,20:17:55.8,+36:25:07.9,
2673,20:17:44.5,+59:06:46.9,
2674,20:18:03.8,+28:39:54.2,
2675,20:18:53.1,+34:31:00.5,
2676,20:19:31.9,+24:25:15.3,
2677,20:21:05.4,+36:51:04.8,
2678,20:21:29.9,+40:26:45.1,
2679,20:22:24,+21:11,
2680,20:22:37.0,+28:54:23.1,
2681,20:22:21.6,+38:42:14.8,
2682,20:22:49.8,+51:54:50.2,
2683,20:23:41.9,+50:37:34.8,
2684,20:24,+48:00,
2685,20:27:16.6,+21:46:04.4,
2686,20:27:16.2,+45:57:57.0,
2687,20:27:23.2,+75:02:29.3,
2688,20:28:19.8,+33:32:04.3,
2689,20:29:23.8,+37:44:08.1,
2690,20:30:40.4,+22:28:21.8,
2691,20:30:00.2,+36:41:27.1,
2692,20:30:51.3,+44:15:38.1,
2693,20:30,+55:00,
2694,20:32:13.1,+41:27:24.3,
2695,20:33:31.1,+00:42:24.1,
2696,20:33:27.5,+17:34:58.4,
2697,20:33:55.4,-19:38:59,
2698,20:36:46.3,+28:35:10.4,
2699,20:36:52.3,+66:46:20.7,
2700,20:37:14.5,+19:42:54.3,
2701,20:37:27.4,+36:21:24.1,
2702,20:38,+35:00,
2703,20:38:54.3,-38:16:15.6,
2704,20:38:03.1,+53:19:12.8,
2705,20:40:17.8,+16:57:30.4,
2706,20:42:11.0,+02:46:14.3,
2707,20:43:20.8,+17:11:28.9,
2708,20:43:43.5,+27:40:56,
2709,20:43,+70:45,
2710,20:44,+28:00,
2711,20:44:58.8,+46:14:54,
2712,20:45:47.3,+09:12:29.1,
2713,20:45:01.5,+36:33:01.4,
2714,20:46:00.1,-04:21:26.2,
2715,20:46:39.3,+15:40:33.5,
2716,20:46:46.6,+57:08:37.0,
2717,20:47,+10:53,
2718,20:47:54.6,+50:29:38.1,
2719,20:48:35.6,-16:16:44.5,
2720,20:48:45.8,+22:55:05.3,
2721,20:50:57.2,+12:59:09,
2722,20:51:07.5,-08:27:37.7,
2723,20:51:29.6,+12:48:21.5,
2724,20:52:47,+12:18,
2725,20:53:49.4,+17:18:44.6,
2726,20:53:52.6,+46:50:51.7,
2727,20:53:47.2,-72:00:42.4,
2728,20:55:39.1,+22:09:27.2,
2729,20:55:48.8,+25:40:02,
2730,20:55:31.3,+36:30:21.4,
2731,20:55:10.3,+38:29:30.9,
2732,20:57:48,+21:26,
2733,21:02,+38:00,
2734,21:05:27,+07:57,
2735,21:05:20,+19:21,
2736,21:06,+28:29,
2737,21:05:12.9,+62:23:05.5,
2738,21:08:30.4,-34:29:37.9,
2739,21:08:20.4,+44:41:48.8,
2740,21:11:33.1,+21:06:07.0,
2741,21:11,+40:00,
2742,21:11:24.1,+46:06:31.3,
2743,21:13:04.3,+27:54:01.1,
2744,21:13:24.3,+46:44:08.8,
2745,21:14,+67:02,
2746,21:15:11.7,+54:48:45.1,
2747,21:16:13.7,+14:14:21.0,
2748,21:22:39.0,+24:26:44.9,
2749,21:23:48,+36:24,
2750,21:23:21.6,+54:34:07.7,
2751,21:24:46.5,+14:07:19.3,
2752,21:24:43.8,-33:58:44.8,
2753,21:27:31.2,-66:48:28.1,
2754,21:29:45.0,-04:29:05.5,
2755,21:29:58.2,+12:10:01.2,
2756,21:29:58.6,+12:10:00.3,
2757,21:30:01.2,+12:10:38.2,
2758,21:29:58.2,+12:09:59.7,
2759,21:29:58.1,+12:10:08.6,
2760,21:29:57.1,+12:10:02.9,
2761,21:29:57.9,+12:09:57.3,
2762,21:29:58.1,+12:09:59.4,
2763,21:29:22.7,-57:21:14.2,
2764,21:36:00.2,-16:06:13.0,
2765,21:37:20.2,+64:28:41.8,
2766,21:38,+49:11,
2767,21:39:42,+00:36,
2768,21:39:26.9,+22:42:42.0,
2769,21:39:55.9,+47:16:13,
2770,21:40:22.4,-23:10:48.7,
2771,21:40:22,-23:10:47,
2772,21:43:03.3,+06:54:17.5,
2773,21:44:12.0,-39:33:56.8,
2774,21:44:35.6,-52:37:07.5,
2775,21:45:50.4,-07:50:18.5,
2776,21:49:58.7,+63:29:44.2,
2777,21:50:37.7,+52:47:49.5,
2778,21:51:28.9,+23:15:12.8,
2779,21:54:17.3,-28:12:41,
2780,21:55:15.8,+28:13:12.1,
2781,21:55:13.6,-31:18:54.7,
2782,21:55:01.4,-56:41:57,
2783,21:56:23.7,+26:18:30.4,
2784,21:57:01.8,+40:17:45.9,
2785,22:02:21,+21:47,
2786,22:03,+50:00,
2787,22:04:43.6,+27:00:54.6,
2788,22:05:17.2,+14:44:31.3,
2789,22:06:18.1,+61:51:58.1,
2790,22:08:01.9,+40:56:01.8,
2791,22:08:23.7,+55:00:08.4,
2792,22:09:54,+21:17,
2793,22:11,+57:29,
2794,22:12:23.3,+29:33:05.4,
2795,22:13,+53:00,
2796,22:14:38.8,+30:00:38.1,
2797,22:15:39.6,+15:38:34.8,
2798,22:15:32.6,+51:35:36.3,
2799,22:16:05.2,+57:59:53.7,
2800,22:17:55.0,+57:33:04.0,
2801,22:19:48.1,+47:54:53.9,
2802,22:22:05.9,-01:37:15.7,
2803,22:23:03.2,+29:23:58.6,
2804,22:22,+56:00,
2805,22:24:48,+35:30,
2806,22:25:52.8,+65:35:36.3,
2807,22:27:30,+30:36,
2808,22:28:40.5,+64:47:19.4,
2809,22:28:18,-65:11:47,
2810,22:29:50.8,+26:43:57.6,
2811,22:29:05.2,+61:14:09.3,
2812,22:29:41.8,+62:05:36.0,
2813,22:34:23.0,+06:11:28.6,
2814,22:34:46.8,+09:44:30.2,
2815,22:34:56.6,+21:14:18.8,
2816,22:35:43.7,+15:06:49.0,
2817,22:36:51.8,-55:27:48.8,
2818,22:38:28.2,+59:03:40.8,
2819,22:38,+60:21,
2820,22:40:42.9,+58:32:37.5,
2821,22:41:42.0,-52:36:36.2,
2822,22:41:20.3,+69:41:59.7,
2823,22:42:56.4,+69:50:52.1,
2824,22:43:09.7,+15:18:25.1,
2825,22:44,+63:00,
2826,22:48:26.8,-01:01:48.0,
2827,22:51:44.0,-37:11:48,
2828,22:53:14.5,+15:16:37.8,
2829,22:56:56.3,-10:24:34.3,
2830,22:57:57.7,+59:09:14.8,
2831,23:01:08.2,+58:52:44.4,
2832,23:02:46.9,+44:42:22.0,
2833,23:02:11.2,+60:28:00.2,
2834,23:05:58.3,+31:00:01.2,
2835,23:05:55.8,+47:07:45.3,
2836,23:06:12,+31:23,
2837,23:07:41.2,+22:25:50.1,
2838,23:08:13.8,+55:47:36.0,
2839,23:10:06.4,-05:55:35.9,
2840,23:10:42.0,+67:06:52.1,
2841,23:12:38.9,+69:31:04.0,
2842,23:13:08.6,+42:53:13.0,
2843,23:15,+58:00,
2844,23:17:09.2,+14:39:31.2,
2845,23:17:57.8,+21:49:48.0,
2846,23:19:35.2,+64:11:25.7,
2847,23:21:55.2,+60:24:30.7,
2848,23:22:22.3,+20:57:02.6,
2849,23:22:34.6,-26:50:58.3,
2850,23:23:21.6,+12:14:12.7,
2851,23:24:27.1,-60:54:05.7,
2852,23:25:15.3,-05:30:39,
2853,23:25:13.3,+63:16:52.3,
2854,23:26:58.6,+61:13:36.4,
2855,23:26,+61:00,
2856,23:27,+62:00,
2857,23:29:50,+16:57,
2858,23:29:31.5,+47:43:39.7,
2859,23:30:26.8,-20:05:29.6,
2860,23:33:19.4,+61:45:30.0,
2861,23:36:36,-01:51,
2862,23:37:05.7,+61:51:01.5,
2863,23:39:38.7,-05:33:05.3,
2864,23:40:45,+08:33:00,
2865,23:43,+62:21,
2866,23:46:50.4,-06:09:59.8,
2867,23:50:42,+31:39,
2868,23:51:03,+85:33:20.6,
2869,23:52,+65:00,
2870,23:54:26,-22:51:53,
2871,23:54:04.7,+61:55:46.8,
2872,23:55:49.8,+22:46:17,
